#CODE;RUSSIAN;x
EVTOPTA86165;Мы братья по вере, в конце концов...;x
EVTOPTB86165;Вежливо отказаться...;x
EVTDESC86166;[From.GetTitledName] присоединился к нашему лагерю и мы разделили трапезу, устранив между собой разногласия.;x
EVTOPTA86166;Слава Аллаху.;x
EVTDESC86167;Почтенный [Root.GetTitledName]!\nМы с прискорбием сообщаем, что не сможем разделить с Вами трапезу сегодня. Нам нужно срочно сворачивать лагерь.\n\n[From.GetTitledName] ;x
EVTOPTA86167;Мы потеряли лицо!;x
EVTDESC86170;Путешествие в Мекку дает время на размышление.Человек должен быть скромным в еде и всегда воздерживаться от вина!;x
EVTOPTA86170;Я буду более умеренным...;x
EVTOPTB86170;Хвала Аллаху!;x
EVTDESC86180;Кажется, мы заблудились в пустыне. Один из покорных слуг, возможно, сможет вывести нас.;x
EVTOPTA86180;Я [Root.GetTitle]! Я знаю лучшую дорогу!;x
EVTOPTB86180;Выслушать слугу...;x
EVTDESC86300;Разбив лагерь на ночь Вы увидели старика в бедных одеждах. Он предлагает рассказать хадис, если вы дадите ему немного хлеба.;x
EVTOPTA86300;Выслушать старца;x
EVTOPTB86300;Это просто старик...;x
TOOLTIP_LISTEN_TO_HADITH;Вы внимательно слушаете хадис старика.\n;x
EVTDESC86320;Старик начинает рассказывать Вам, что Ка'б бин Малик описывал, как Посланник Аллаха (да благословит и упокоит его Аллах!) говорил: "Пара голодных волков, запущенных в стадо овец, не смогут нанести им больше урона, чем стремление человека к богатству и почестям наносит его религии." ;x
EVTOPTA86320;Жадность противоречит исламу!;x
EVTOPTB86320;Хвала Аллаху!;x
EVTDESC86330;Старик сказал, что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "О, Аллах! Я ищу Твоей защиты от чувства тревоги и печали, от проявлений слабости и лени, от трусости и малодушия, от скупости и бремени долгов, а также от притеснения со стороны окружающих";x
EVTOPTA86330;Склонить голову и повторить ту же молитву.;x
EVTOPTB86330;Хвала Аллаху!;x
EVTDESC86340;Старик сказал, что Абу Хурайра говорил, что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Старайтесь преодолеть чувство зависти, ибо зависть пожирает добрые дела столь же быстро, как огонь пожирает древесину.";x
EVTOPTA86340;Зависть только навредит мне!;x
EVTOPTB86340;Хвала Аллаху!;x
EVTDESC86350;Старик сказал, что Ибн Масуд говорил , что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Держитесь правдивости. Поистине, правдивость приводит к благочестию, и, поистине, благочестие приводит к Раю, и будет человек говорить правду, пока не станет правдивейшим правду, пока не станет правдивейшим. Что же касается лживости, то, поистине, она приводит к греховности, и, поистине, греховность приводит к огню, и станет человек лгать, пока не будет записан перед Аллахом как отъявленный лжец";x
EVTOPTA86350;Мне следует быть с правдивыми!;x
EVTOPTB86350;Хвала Аллаху!;x
EVTDESC86360;Старик сказал, что Абу Дауд говорил, что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Самое плохое, что может быть в человеке, – это чрезмерная скупость и трусость";x
EVTOPTA86360;Я не плохой человек...;x
EVTOPTB86360;Хвала Аллаху!;x
EVTDESC86380;Старик начал говорить Вам, что Абу Бакр ас-Сиддик говорил: "Я слышал как Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Поистине, если люди увидят притеснителя и не схватят его за руки, то будут они близки к тому, что Аллах подвергнет Своему наказанию их всех";x
EVTOPTA86380;Аллах благоволит справедливости и добрым делам!;x
EVTOPTB86380;Хвала Аллаху!;x
EVTDESC86390;Старик сказал: "Священный Коран говорит: "Вы желаете мирских благ, Аллах же изготовил для вас будущий мир", и "Но нет же! Вы предпочитаете жизнь здешнюю, хотя будущая жизнь - лучше и вечна.";x
EVTOPTA86390;Какая мудрость!;x
EVTOPTB86390;Хвала Аллаху!;x
EVTDESC86400;Старик сказал, что Ат-Тирмизи говорил: "Я сказал: "О Посланник Аллаха, разве то, что мы говорим, будет обращено против нас?" Он сказал: "Пусть твоя мать лишится тебя! Что другое повергает людей лицом - или, как он выразился, носом - в геенну, как не плоды их языка?";x
EVTOPTA86400;Я буду больше думать о том, что говорю...;x
EVTOPTB86400;Хвала Аллаху!;x
EVTDESC86410;Старик сказал, что Абу Хурайра слышал, как пророк говорил: "Завершив творение, Аллах сделал запись в Своей Книге, которая находится при Нём, предписав Себе: "Поистине, милосердие Моё будет преобладать над гневом Моим";x
EVTOPTA86410;Эту мудрость я ещё не осознал.;x
EVTOPTB86410;Хвала Аллаху!;x
EVTDESC86510;По приезду в Мекку Вы начинаете готовиться к вечерней молитве, но обнаруживаете, что вода в колодце не совсем чиста. Эта вода не подходит для омовения.;x
EVTOPTA86510;Рассказать про это другим.;x
EVTTOOLTIP86511;буду благодарен;x
EVTDESC86511;При подготовке омовения перед ночной молитвой один пилигрим указал мне на загрязнение воды!;x
EVTOPTA86511;Чистота - часть нашей веры!;x
EVTDESC86520;По прибытии в Мекку Вы меняете дорожную одежду на белый ихрам. Это одеяние предназначено, чтобы все в нём выглядели одинаково, как и в глазах Аллаха, для которого [Root.GetTitle] и нищий равны!;x
EVTOPTA86520;Я смирен...;x
EVTDESC86550;Вы находитесь возле самой Каабы и выполняете Таваф. Семь раз Вы будете ходить вокруг черного камня, и каждый раз по окончании круга Вы будете молиться на камень словами: "Во имя Аллаха, Аллах велик, Аллах велик, Аллах велик, хвала Аллаху.";x
EVTOPTA86550;Выкрикивать на каждом круге!;x
EVTOPTB86550;Кричать только первые три раза;x
EVTDESC86600;Обряд сай включает в себя бег между холмами Сафа и Марва семь раз. Так вспоминают поиски воды для Измаила его матерью...;x
EVTOPTA86600;Я чувствую себя таким бодрым!;x
EVTDESC86610;На девятый день в Мекке выполняется вукуф на горе Арафат. Этот обряд выполняется после полудня и посвящён созерцательному бдению, молитве и чтению Священного Корана.;x
EVTOPTA86610;Я чувствую, словно теперь стал больше понимать.;x
EVTDESC86620;Когда Ибрахим покинул долину Мина и спустился с аль-Акаба, ему явился дьявол. Джабраил сказал ему: "Забросай его!" и Ибрахим бросил семь камней в дьявола, и тот исчез.;x
EVTOPTA86620;Камень в джамарат!;x
EVTDESC86630;Для обозначения милосердия Бога к Ибрахиму, когда во время жертвоприношения Бог заменил его сына Измаила на барана, мы празднуем в этот день Курбан-байрам.;x
EVTOPTA86630;Заколоть барана.;x
EVTOPTB86630;Заколоть ягнёнка.;x
EVTDESC86700;Банда разбойников принуждает нашу группу занять позицию. Нас меньше, но радость от паломничества в наших сердцах поможет победить их.;x
EVTOPTA86700;Эти неверные будут уничтожены.;x
EVTOPTB86700;Бежим!;x
EVTDESC86701;Мы случайно наткнулись на группу бандитов с наступлением темноты. Охранники, нанятые для защиты группы, доказали свою полезность. Все бандиты были убиты.;x
EVTOPTA86701;Мы можем забрать их вещи.;x
EVTDESC86720;По возвращении домой из Мекки Вы натолкнулись на очень бедную деревню, где даже самые богатые, похоже, умирают с голоду.;x
EVTOPTA86720;Нужно помочь им!;x
EVTOPTB86720;Я не могу позволить себе всем помогать...;x
EVTDESC86800;По возвращении домой мой двор не узнал мой характер. Я ничтожен перед Аллахом, и я знаю, что все люди равны и могут жить в гармонии друг с другом.;x
EVTOPTA86800;Нет бога кроме Аллаха и Мухаммед его посланник.;x
EVTDESC86900;Местный имам ругает Вас за то, что Вы не совершали хадж, тогда как каждый мусульманин должен это сделать хотя бы раз в жизни. [Root.job_spiritual.GetTitledFirstName] говорит, что мне, как правителю, следует быть примером для подданных.;x
EVTOPTA86900;Я скоро отправлюсь в Мекку!;x
EVTOPTB86900;Я занят подготовкой к джихаду, чтобы освободить других мусульман!;x
EVTOPTC86900;Я очень занятой [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;x
EVTDESC86901;[Root.job_spiritual.GetTitledFirstName] напоминает о вашем обещании посетить Мекку. Во имя Аллаха, милосердного в Своей мудрости, вы обязаны совершить паломничество.;x
EVTOPTA86901;Я плохой мусульманин...;x
EVTDESC86902;[Root.job_spiritual.GetTitledFirstName] напоминает, что вы обещали освободить добрых мусульман, живущих под христианской властью, покуда таковая ещё существует под небом.;x
EVTOPTA86902;Я плохой мусульманин...;x
EVTDESC1986;Спать с мужчинами, в то время как должно спать только с женщинами греховно и запретно. Если меня раскроют, наказанием мне будет смертная казнь.;x
EVTOPTA1986;Я буду осторожен...;x
EVTOPTB1986;Я... больше не могу так рисковать;x
EVTDESC3730;Неуклюжий слуга опять опрокинул на меня куриные кости, рис и масло. Выйдя из себя, я швырнул слугу на пол под грохот разбитой посуды. Гнев во мне опять оказался сильнее меня...;x
EVTOPTA3730;В следующий раз твоя голова будет висеть на крепостной стене!;x
EVTTOOLTIP3731;видите, как [Root.GetTitledFirstName] теряет самообладание;x
EVTDESC3731;Уже не единожды слуга опрокинул еду и грязную посуду на [From.GetTitledFirstName]. [From.GetManWoman]а в гневе швыряет слугу на пол, угрожая вывесить его голову на крепостной стене, если подобное повторится ещё раз...;x
EVTOPTA3731;Вы не должны обращаться со слугами подобным образом!;x
EVTTOOLTIP3732;ошеломлены, что [Root.GetTitledFirstName] смеет говорить [This.GetHerHim] такое;x
EVTOPTB3731;Отныне Ваш слуга будет осторожнее;x
EVTTOOLTIP3733;[Root.GetTitledFirstName] понимает, насколько важно поддерживать дисциплину среди нерадивых слуг;x
EVTDESC3732;Когда слуга, наконец, приходит в себя и начинает собирать битую посуду, [From.GetTitledFirstName] не может не прокомментировать случившееся. Очевидно, что я не могу наказать собственных слуг, даже когда они позорят меня перед всеми гостями!;x
EVTOPTA3732;Не Вам говорить, что я мог бы, а что нет!;x
EVTDESC3733;"Вы правильно поступили, наказав неуклюжего слугу. С этого момента, он, безусловно, будет более осторожен, если, конечно, не хочет, чтобы голова висела на крепостной стене!"\n[From.GetTitledFirstName] одобрительно отозвался о моем наказании для слуги за пролитую пищу.;x
EVTOPTA3733;Хорошо получать одобрение...;x
EVTDESC3735;Все остальные бросились в погоню за предполагаемыми ворами, укравшими закят - деньги, собранные в нашей мечети в пользу нуждающихся. Вместо того, чтобы проследовать за ними, я обыскал мечеть и нашёл закят, спрятанный в нише, в которую никто не догадался заглянуть.;x
EVTOPTA3735;Имам уже совсем состарился;x
EVTTOOLTIP3736;Трусливый [Root.GetTitledFirstName] вернул закят, [This.GetTitledFirstName] был безмерно благодарен за это;x
EVTDESC3736;Все, кроме [From.GetTitledFirstName], погнались за предполагаемыми похитителями, мне ещё подумалось, что он должно быть жуткий трус. Когда мы, наконец, вернулись в мечеть, без закята, денег, собранных для нуждающихся, [From.GetTitledFirstName] торжествующе показал нам золото, спрятанное в нише внутри мечети...;x
EVTOPTA3736;Мои мысли были постыдны, прости меня за них!;x
EVTTOOLTIP3737;получает похвалу за свою смышлёность;x
EVTDESC3737;Я и не рассчитывал, что кто-нибудь по-настоящему будет беспокоиться о пропавшем закяте, потому как казалось, что всем только нужен предлог, чтобы навести побольше шума и смятения. Я оказался неправ, когда [From.GetTitledFirstName] пожал мне руку и поблагодарил за найденные деньги.;x
EVTOPTA3737;Теперь деньги можно раздать бедным, вот и всё, чего я хотел;x
EVTDESC3740;Я был одним из первым, кто оседлал коня и погнался за бандитами, укравшими закят из нашей мечети - деньги, собранные в пользу нуждающихся. Когда я вернулся, усталый и в грязной одежде, мне сказали, что старый имам просто забыл, где оставил закят.;x
EVTOPTA3740;По крайней мере, мои усилия были оценены по достоинству;x
EVTDESC3745;Я послушно молюсь пять раз в день у себя дома, но имам порицает меня, если я не показываюсь для молитвы в мечети хотя бы раз в день, он утверждает, что я должен стать лучшим примером для своих подданных.;x
EVTOPTA3745;Я постараюсь, да будет Аллах мне свидетелем;x
EVTDESC3750;В мечети всегда найдётся, чем заняться. Чем больше времени я там провожу, тем больше ценю спокойствие и ощущаю свою близость к Аллаху.;x
EVTOPTA3750;Сообщите мне, если потребуется какая-нибудь помощь;x
EVTTOOLTIP3751;чувствует пренебрежение со стороны [Root.GetTitledFirstName];x
EVTOPTB3750;Позвольте мне остаться здесь - навсегда;x
EVTDESC3751;С тех пор как [From.GetTitledFirstName] взваливает на себя все связанные с мечетью заботы или, вернее, исполняет любое распоряжение имама и понапрасну теряет время, [From.GetSheHe] прекращает проводить время со мной.;x
EVTOPTA3751;Жена, почему ты мной пренебрегаешь?;x
EVTOPTB3751;Муж, почему ты мной пренебрегаешь?;x
EVTOPTC3751;Отец, почему ты мной пренебрегаешь?;x
EVTOPTD3751;Мать, почему ты мной пренебрегаешь?;x
EVTTOOLTIP3752;[Root.GetTitledFirstName] не устраивает одержимость [This.GetTitledFirstName] мечетью;x
EVTDESC3752;[From.GetTitledFirstName]... У меня не хватает времени для н[From.GetHersHis], с тех пор как занимаюсь всем, что связано с нашей мечетью. [From.GetTitledFirstName] в разочаровании из-за пренебрежения с моей стороны.;x
EVTOPTA3752;Мне очень жаль, но в этом я нахожу истинное счастье!;x
EVTDESC3755;Я стараюсь следовать пяти столпам ислама, и закят - один из самых важных и лучших способов показать свою приверженность вере. От меня требуется всего нескольких золотых монет, чтобы помочь бедным. Закят очень важен, он устраняет неравенство и делает мир лучше для всех.;x
EVTOPTA3755;Я с радостью отдам это;x
EVTDESC30110;С имамами не всегда легко иметь дело. Мне нужно убедиться, что я смог заручиться их одобрением. Моя жена [Root.Spouse.GetFirstName] и мой [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] дают мне советы, как заручиться поддержкой имамов.;x
EVTOPTA30110;[Root.Spouse.GetFirstName] считает, что я должен предложить восстановить мечеть;x
EVTOPTB30110;[Root.job_spiritual.GetFullName] предлагает мне попытаться привести имамов в повиновение;x
EVTOPTC65036;Поблагодарить Аллаха без свидетелей;x
EVTDESC65046;Любовь всей моей жизни спасает меня от участи пьяницы. Благослови [Root.Spouse.GetHersHis], [Root.Religion.GetRandomGodNameCap]!;x
EVTOPTC65050;Я спрошу совета у имама;x
EVTDESC65055;Почему мне так нездоровится, [GetFromRelation], это [Root.Religion.GetRandomGodName] наказывает меня? Мной не сделалано ничего плохого, не так ли?;x
EVTDESC65056;[GetFromRelation] [From.GetFirstName] сильно болеет. [From.GetSheHe] бредит и спрашивает, не наказывает ли [From.GetHersHis] [Root.Religion.GetRandomGodName].;x
EVTOPTD65056;[Root.Religion.GetRandomGodNameCap] исцелит тебя!;x
EVTOPTA65057;Если мне понадобится лечение, то [Root.Religion.GetRandomGodName] исцелит меня;x
EVTDESC65165;Этой ночью мне не стоило пить столько вина. Я проснулся утром с ужасным похмельем. Сейчас имам возобновил песнопение, а я вот-вот упаду и усну прямо во время суджуда посреди мечети.;x
EVTOPTA65165;Не могу... держать... глаза... открытыми...;x
EVTOPTB65165;Извиниться и продолжить молиться;x
EVTDESC65166;Имамы несколько раздражены, а после моей последней ошибки я чувствую, что должен быть очень осторожен в их присутствии. Досадно, что я не могу полагаться на себя, если я в состоянии стресса, то могу только изображать тупицу.;x
EVTTOOLTIP65010;ценит Ваше доверие к н[This.GetHerHim];x
EVTDESC65167;Чем дольше [From.GetTitledFirstName] находится в состоянии стресса, тем чаще [From.GetSheHe] тупит и откровенничает. Ходят слухи о том, что случилось во время последнего посещения имамов, и никто из нас, испытавших неловкость и гнев из-за н[From.GetHersHis], не горит желанием увидеть, что случится в этот раз.;x
EVTDESC69066;Теперь даже Халиф прослышал о моём бесчестии! Прибыл посланник Халифа и сделал мне строгий выговор по поводу моего неверия. Он также убедился, что связь между Халифом и имамами, исповедующими [Root.Religion.GetName], округа [Root.Location.GetName] всё ещё сильна, несмотря на отсутствие у меня благочестия.;x
EVTOPTA69066;Я докажу своё благочестие! Я удваиваю, нет, утраиваю закят!;x
EVTDESC69095;Мне кажется, что [Root.job_spiritual.GetTitledFirstName] не так благочестив, как [Root.job_spiritual.GetSheHe] утверждает. Вместо улучшения взаимоотношений с имамами, [Root.job_spiritual.GetTitledFirstName] лишь выставил себя дураком, а также, косвенно, и меня!;x
EVTDESC69096;[Root.GetTitledFirstName] был излишне резок, распекая меня за испорченные отношения с имамами! Хотя, надо признать, вероятно, мне следовало бы выбрать не такие сомнительные способы добиться их поддержки...;x
EVTDESC69100;Меня беспокоит недостаточная набожность у одного из моих придворных. Не хотелось бы никого обвинять, что не является праведным мусульманином, но если мои подозрения верны, нужно что-то делать!;x
EVTOPTB69100;Разоблачить придворного как плохого мусульманина;x
EVTDESC69101;Религия никогда не была моей сильной стороной. Я верю в Аллаха, но у меня есть проблемы с исполнением всех тех ритуалов и требований, которые имамы считают необходимыми. Я даже не понимал, что моя недостаточная набожность столь заметна, пока [From.GetTitledFirstName] не поставил меня перед фактом.;x
EVTDESC69102;Все эти ритуалы, требования имамов, необходимость показывать своё благочестие - чистая бессмыслица. Несмотря на свои чувства по поводу всех ненужных, пустых жестов, я всегда был осторожен, и не показывал свое отсутствие благочестия, но, по-видимому, всё же был недостаточно внимателен. Если [From.GetTitledFirstName] не получит от меня 50 золотых, [From.GetSheHe] выставит мое неверие напоказ!;x
EVTDESC75005;Никто не сможет лучше справиться с тем, чтобы повысить мнение лидеров течения [Root.Religion.GetName] обо мне или учить меня тонкостям мусульманского благочестия, чем мой [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!;x
EVTOPTA75005;Поговори с лидерами течения [Root.Religion.GetName], [Root.job_spiritual.GetTitledFirstName];x
EVTOPTB75005;Научи меня, [Root.job_spiritual.GetTitledFirstName], как стать благочестивым мусульманином;x
EVTDESC3411;Двое мужчин взывали к моей милости на моём суде. Они оба совершили одинаковые преступления, каждый украл сущую мелочь: один хлеб, а другой немного риса. Похититель хлеба был обезглавлен, а вор риса освобождён.;x
EVTOPTA3411;Это мой суд, как хочу, так и сужу;x
EVTTOOLTIP3412;обдумывает ваше решение: хорошее или плохое?;x
EVTDESC3412;Я был свидетелем того, как [From.GetTitledFirstName] судил двух людей и [From.GetHersHis] вердикт заставил меня задуматься на несколько дней. Почему [From.GetTitledFirstName] приговорил одного мужчину к обезглавливанию, а другого оправдал, если они совершили одно и то же преступление?;x
EVTOPTA3412;[From.GetSheHeCap] слишком самодурствует;x
EVTTOOLTIPA3413;[Root.GetTitledFirstName] недоволен, потому как не согласен с [This.GetHersHis] решением;x
EVTOPTB3412;[From.GetTitledFirstName] должен быть мудрее меня;x
EVTTOOLTIPB3413;[Root.GetTitledFirstName] доволен [This.GetHersHis] решением;x
EVTDESC3413;[From.GetTitledFirstName] задумался о людях, чьи одинаковые преступления я судил по-разному. Я уже почти забыл о том случае, когда [From.GetTitledFirstName], наконец, набрался смелости, поговорить со мной о нём.;x
EVTOPTA3413;[From.GetTitledFirstName] думает, что я негодный правитель, поскольку пристрастен в суждениях!;x
EVTOPTB3413;[From.GetTitledFirstName] думает, что мудрость моего решения лежит выше [This.GetHersHis] понимания;x
EVTDESC3476;Христианский священник пришел сегодня в мой суд для обсуждения вопросов веры. Но вскоре стало ясно, что единственной его целью было обращение всех нас в его веру! Как ревностный мусульманин, я верю, что поступил правильно, отдав приказ взять неверного под стражу.;x
EVTOPTA3476;Подходящее наказание для неверного...;x
EVTDESC3477;Я наблюдал, отчасти со страхом, отчасти с восхищением, как неверного выволокли из обеденного зала прямиком в темницу на попечение человека, известного как [From.GetTitledFirstName].;x
EVTTOOLTIP3478;Неверный содержится в тюрьме, [This.GetTitledFirstName]!;x
EVTDESC3478;Меня всё ещё трясло от ярости после дерзких слов неверного, а [From.GetTitledFirstName], улучив момент, уже шепчет мне на ухо: "Хорошая работа!";x
EVTDESC100550;Имамы, исповедующие [Root.Religion.GetName], постоянно изводят меня вопросами: что я думаю о религии, насколько всемогущ [Root.Religion.GetRandomGodName] и просят денег на закят. Независимо от того, обещаю ли я больше молиться или тщательнее читать Коран, они не оставляют меня в покое!;x
EVTOPTB100550;Аллах, помоги мне стать самым лучшим мусульманином!;x
EVTDESC100551;Странно, что имамы, исповедующие [From.Religion.GetName], постоянно докучают [From.GetTitledFirstName], независимо от того, что [From.GetSheHe] обещает сделать и сколько денег [From.GetSheHe] жертвует на закят.;x
EVTOPTB100551;Я не хочу делать то, что огорчит имамов.;x
EVTTOOLTIP100553;обескуражен тем, что имамы, исповедующие [This.Religion.GetName], так запугивают человека, известного как [Root.GetTitledFirstName].;x
EVTDESC100552;"Все имамы, проповедующие учение [Root.Religion.GetName] хотят денег. Дайте им золото, когда они придут в следующий раз, и они оставят вас в покое на несколько недель, если не месяцев. Они опасаются прослыть грешниками: ни один имам не хочет быть обвинен в жадности"\n[From.GetTitledFirstName] дает мне хороший совет. Что ж, попробуем.;x
EVTOPTB100552;Не только имамы бывают жадными...;x
EVTDESC100553;Похоже, что никто не хочет мне помочь, боясь огорчить имамов, исповедующих [Root.Religion.GetName], даже мой друг [From.GetTitledFirstName]!;x
EVTOPTA100553;Надоедливые имамы становятся всё назойливее!;x
EVTDESC100554;[From.GetTitledFirstName] говорит мне, что знает отличный способ остановить назойливых имамов, исповедующих [Root.Religion.GetName], тем самым заслуживая мое безраздельное внимание. Проблема, однако в том, что [From.GetTitledFirstName] хочет оплаты своих советов!;x
EVTDESC100555;[From.GetTitledFirstName] получает мой заурядный совет: если просто дать денег имамам, они перестанут докучать [From.GetHerHim] на несколько недель. Хоть я и могу сделать это бесплатно, я решаю проверить, как сильно [From.GetTitledFirstName] жаждет отдохнуть от имамов, поэтому требую денег за свой совет.;x
EVTDESC1632;Религия очаровала меня, особенно в том, что Коран говорит о язычниках и неверных, как они будут повержены!;x
EVTDESC2132;[GetFromRelation] [From.GetTitledFirstName] постоянно читает Коран и проводит всё своё время в окружении имамов.;x
EVTDESC1732;Люди - наивные глупцы, которые как марионетки смеются, кивают и танцуют под фальшивые мелодии имамов. Все они шарлатаны!;x
