#CODE;RUSSIAN;x
EVTDESC8200;Ваша позорная поддержка лжепапы должна быть прекращена немедленно. Святой Отец согласен, что [Root.PrimaryTitle.GetAdjective]ий престол должен перейти ко мне, что позволит стране, исповедующей [From.Religion.GetName] вернуться в лоно церкви. Согласитесь с требованием мирно или столкнётесь с нежелательными последствиями. Правда за мной!\nПодпись:\n [From.GetTitledName];x
EVTDESC8201;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] соглашается отречься от престола в мою пользу. Ваш ценный вклад в этот конфликт не будет забыт.\nС уважением,\n [FromFrom.GetTitledName];x
EVTDESC8202;Под давлением влиятельной папской фракции, [From.GetTitledName] решает отречься от престола.;x
EVTDESC8203;Чтобы избавить страну от мучительной гражданской войны, я отрекаюсь от престола. Однако этот бесчестный шантаж не будет забыт...\n\nПодпись:\n [From.GetTitledName];x
REL_HEAD_ALLY_CB;Союзник в войне главы религии;x
ANTIPOPE_CREATOR_MUST_BE_INDEPENDENT;§RВы должны быть независимы, чтобы создать антипапу§!;x
ca_culture_jewish_1;Казармы тяжелой пехоты;x
ca_culture_jewish_2;Казармы тяжелой пехоты;x
ca_culture_jewish_3;Казармы тяжелой пехоты;x
ca_culture_jewish_4;Казармы тяжелой пехоты;x
ca_culture_jewish_1_desc;Здесь обучается элитная пехота еврейского правителя. Особое внимание уделяется оснащению воинов лучшими доспехами, которые можно купить. Всё это в сочетании с упорными тренировками и железной дисциплиной делает этих солдат той силой, которую действительно стоит бояться.;x
RETTYPE_CUL_JEWISH;Гвардия Бар-Кохбы;x
convert_to_spouse_cathar;Принять Катаризм;x
convert_to_spouse_cathar_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_fraticelli;Принять Фратичелли;x
convert_to_spouse_fraticelli_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_waldensian;Принять Вальденсизм;x
convert_to_spouse_waldensian_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_lollard;Принять Лоллардизм;x
convert_to_spouse_lollard_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_bogomilist;Принять Богомильство;x
convert_to_spouse_bogomilist_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_nestorian;Принять Несторианство;x
convert_to_spouse_nestorian_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_monothelite;Принять Монофелитство;x
convert_to_spouse_monothelite_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_iconoclast;Принять Иконоборчество;x
convert_to_spouse_iconoclast_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_zikri;Принять Зикризм;x
convert_to_spouse_zikri_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Но станет ли этот Аллах новым Богом?;x
convert_to_spouse_yazidi;Принять Езидизм;x
convert_to_spouse_yazidi_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Но станет ли этот Аллах новым Богом?;x
convert_to_spouse_ibadi;Принять Ибадизм;x
convert_to_spouse_ibadi_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Но станет ли этот Аллах новым Богом?;x
convert_to_spouse_druze;Принять Друзизм;x
convert_to_spouse_druze_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Но станет ли этот Аллах новым Богом?;x
convert_to_spouse_hurufi;Принять Хуруфизм;x
convert_to_spouse_hurufi_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Но станет ли этот Аллах новым Богом?;x
convert_to_spouse_mazdaki;Принять Маздакизм;x
convert_to_spouse_mazdaki_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Заратуштра был, несомненно, мудрым пророком.  Возможно, жизнь -  это воистину борьба добра со злом?;x
convert_to_spouse_manichean;Принять Манихейство;x
convert_to_spouse_manichean_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Заратуштра был, несомненно, мудрым пророком.  Возможно, жизнь -  это воистину борьба добра со злом?;x
convert_to_spouse_monophysite;Принять Монофизитство;x
convert_to_spouse_monophysite_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Хотя этот Белый Христос слишком миролюбив...;x
convert_to_spouse_samaritan;Принять Самаританизм;x
convert_to_spouse_samaritan_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Возможно, этот народ Израиля действительно избран Богом?;x
convert_to_spouse_karaite;Принять Караизм;x
convert_to_spouse_karaite_desc;Разговор в постели с женой или наложницей может быть особенно убедительным... Возможно, этот народ Израиля действительно избран Богом?;x
narrow_flank_leader;Мастер оборонной местности;x
narrow_flank_leader_desc;Этот человек овладел мастерством поиска идеальной местности для обороны.;x
NARROW_FLANK;Узкий фланг;x
TITLE_CANNOT_USURP_COUNTIES;Нельзя узурпировать титулы уровня графств!;x
EVTOPTC65155;В кого я превращаюсь? Отныне никакого жареного мяса!;x
IRONMAN_MODE_CHECKSUM_DESC;Файлы игры были изменены, поэтому получение достижений в режиме "Ironman" невозможно. Проверьте версии своих файлов, их целостность, а также убедитесь, что не включали игровые моды.;x
EVTDESC_SoA_561;Страна извлекла пользу из обширной сети контактов, которую [From.GetTitledName], Ваш еврейский [Root.GetChancellorName], развивает за границей. Каким-то образом [From.GetHerHim] всегда удаётся быть в курсе новых порядков и последних дипломатических событий.;x
EVTOPTA_SoA_561;Отличная работа.;x
EVTDESC_SoA_563;[From.GetTitledName], Ваш [Root.GetTreasurerName], держит связь с раданитами. Эта еврейская торговая сеть предположительно охватывает весь известный мир, от Западной Европы до далекого Китая. Контакты с ними стали большим благом для развития экономики страны.;x
EVTDESC_SoA_565;Похоже, что Ваш [Root.GetSpymasterName], [From.GetTitledName], держит информаторов в каждой еврейской общине Европы. Почтовые голуби каждый день прибывают к н[From.GetHerHim], часто доставляя ценные иностранные сведения о новом вооружении и тактике.;x
LOADING_TIP_53;Советники-евреи иногда способствуют развитию науки.;x
AIREASON_EXISTING_BETROTHAL;Соблюдает помолвку;x
cathar_DESC;Катары или альбигойцы — еретики, отвергающие исповедь и святость духовенства и Папы Римского. У них есть только одно таинство - Утешение (консоламент) - снятие грехов и обращение верующего катара в статус "Совершенный".  Реализованные в игре особенности:\n§Y*§! Отсутствует глава религии\n§Y*§! Женщины могут занимать посты священников;x
fraticelli_DESC;Фратичелли, или "Маленькие братья", католическая ересь, возникшая в ордене монахов Францисканцев. Она превозносит бедность и аскетизм, особенно для мужчин монахов. Еретики оказывают яростное сопротивление обогащению Церкви и проявлению богатства. Реализованные в игре особенности:\n§Y*§! Если Рим завоёван, может быть установлено Папство Фратичелли\n§Y*§! Папа может разрешить развод\n§Y*§! Папа может даровать право на военное вторжение\n§Y*§! Папа может отлучать от Церкви§Y*§! Епископы могут платить налоги Папе, а не своему сюзерену;x
bogomilist_DESC;Богомильство - изначально православная ересь с гностическими элементами, которая полностью отвергает церковную иерархию и выступает за возвращение к раннему христианству. Богомилы верят, что мир был создан злым демиургом - Дьяволом (Сатанаилом). Реализованные в игре особенности:\n§Y*§! Отсутствует глава религии\n§Y*§! Женщины могут занимать посты священников;x
iconoclast_DESC;Иконоборческая ересь прокатывалась по Византийской империи в несколько волн. Иконоборцы считают, что религиозные образы - иконы и изображения святых фигур в частности - являются одной из форм идолопоклонства и не должны быть дозволены. В период своего расцвета, иконоборцы уничтожили бесчисленное множество украшений и икон, иногда даже подгоняемые императорами-иконоборцами.Реализованные в игре особенности:\n§Y*§! При подконтрольном Константинополе может быть создан Иконоборческий Патриархат\n§Y*§! Множество патриархов - пять пентархов и автокефальные патриархи монархов\n§Y*§! Патриархи могут разрешать разводы\n§Y*§! Иконоборческий Патриарх может даровать право на военное вторжение\n§Y*§! Патриархи могут отлучать от Церкви;x
yazidi_DESC;Собственно говоря, езидизм - особая религия, но в игре она рассматривается как суннитская ересь. Езиды верят, что Бог создал мир и оставил семь ангелов у власти, главным из которых является Ангел-Павлин, Малек Таус или шайтан, который, обычно, идентифицируются у христиан и мусульман как Сатана. Реализованные в игре особенности:\n§Y*§! Езидское Шейхство контролируется светским правителем и может прекратить своё существование.\n§Y*§! Езидский Шейх может свободно подчинять других правителей-езидов\n§Y*§! Езидский Шейх может объявить Священный Джихад\n§Y*§! Езидские правители могут иметь, и обычно имеют, много жён\n§Y*§! Светские правители могут владеть храмами без штрафов\n§Y*§! Династии езидов приходят в упадок, если их мужские представители не владеют достаточными территориями и не выигрывают войны;x
ibadi_DESC;Ибадизм отличается и от шиитского и суннитского ислама, но ближе к суннизму. Ибадиты считают, что души, заключённые за грехи в геенну остаются там навсегда. Они также отвергают понятие о том, что мусульмане смогут увидеть Аллаха в Судный День. Реализованные в игре особенности:\n§Y*§! Ибадитский Халифат контролируется светским правителем, и может прекратить своё существование.\n§Y*§! Ибадитский Халиф может свободно подчинять других правителей-ибадитов\n§Y*§! Ибадитский Халиф может объявить Священный Джихад\n§Y*§! Ибадитские правители могут иметь, и обычно имеют, много жён\n§Y*§! Светские правители могут владеть храмами без штрафов\n§Y*§! Династии ибадитов приходят в упадок, если их мужские представители не владеют достаточными территориями и не выигрывают войны;x
hurufi_DESC;Хуруфизм является мистическим, каббалистическим, суфийским учением в исламе и рассматривается как ересь. Реализованные в игре особенности:\n§Y*§! Хуруфитское Шейхство контролируется светским правителем и может прекратить своё существование.\n§Y*§! Хуруфитский Шейх может свободно подчинять других правителей-хуруфитов\n§Y*§! Хуруфитский Шейх может объявить Священный Джихад\n§Y*§! Хуруфитские правители могут иметь, и обычно имеют, много жён\n§Y*§! Светские правители могут владеть храмами без штрафов\n§Y*§! Династии хуруфитов приходят в упадок, если их мужские представители не владеют достаточными территориями и не выигрывают войны;x
karaite_DESC;Караизм - это иудейское движение, отличающееся тем, что признаёт в качестве высшего религиозного закона только Танах. В этом оно отличается от господствующего раввинистического иудаизма. Караиты утверждают, что все божественные заповеди, переданые Моисею Богом, были записаны в Торе, без дополнительных объяснений или Устного Закона. В игре, караизм является иудейской ересью. Он не имеет формального главы и каких-либо специальных игровых механик.;x
samaritan_DESC;Самаританизм - это авраамическая религия, тесно связанная с иудаизмом. Самаритяне настаивают на том, что их форма почитания - подлинная религия древних израильтян до времён Вавилонского пленения, сохранённая теми, кто остался в Земле Израиля, в противоположность иудаизму, который, как они утверждают, является похожей, но изменённой религией. В игре, самаританизм рассматривается как иудейская ересь, которая не имеет формального главы и специальных игровых механик.;x
title_fraticelli_cardinal;Кардинал;x
expected_next_title_fraticelli_cardinal;Ожидаемый кардинал;x
expected_next_title_fraticelli_cardinal_tooltip;Этот епископ, вероятно, следующий в очереди на кардинальский сан, когда он станет доступным.;x
best_candidate_title_fraticelli_cardinal;Мой лучший кандидат;x
best_candidate_title_fraticelli_cardinal_tooltip;Среди всех епископов моего государства этот наиболее вероятно будет возведен Папой в кардинальский сан.;x
EVTOPTJ96501;Мастер оборонной местности;x
EVTOPTK96501;Упор на осадную тактику;x
create_ibadi_caliphate;Создать Ибадитский Халифат;x
create_ibadi_caliphate_desc;Создание Ибадитского Халифата позволит Вам занять положение духовного лидера всех истинных мусульман-ибадитов.;x
UNSUPPORTED_VERSION;§RНЕСОВМЕСТИМО§!;x
