#CODE;RUSSIAN;x
donate_money_to_teutonic_order_desc;Я могу передать деньги Тевтонским рыцарям в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его Церкви.;x
donate_money_to_knights_santiago_desc;Я могу передать деньги Рыцарям Сантьяго в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его Церкви.;x
donate_money_to_knights_calatrava_desc;Я могу передать деньги Рыцарям Калатравы в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его Церкви.;x
donate_money_to_holy_sepulchre_desc;Я могу передать деньги Братству Святого Гроба Господня в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его Церкви.;x
donate_money_to_saint_anthony_desc;Я могу передать деньги Ордену Святого Антония в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его Церкви.;x
donate_money_to_the_immortals_desc;Я могу передать деньги Бессмертным в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его жречества.;x
donate_money_to_the_zealots_desc;Я могу передать деньги Зелотам в обмен на благочестие и пожизненное уважение, которым наградит меня [Root.Religion.GetName] в лице его священства.;x
EVTDESC_SOA_1841;[Root.PrimaryTitle.GetFOA], столь щедрый дар значительно поможет нам в дальнейшей защите нашей веры! Вы можете рассчитывать на мою дружбу и поддержку жрецов.\n\nПо воле Заратуштры,\nВеликий Магистр [From.GetFirstName];x
EVTDESC_SOA_1941;[Root.PrimaryTitle.GetFOA], столь щедрый дар значительно поможет нам в дальнейшей защите Иерусалима, Третьего Храма и нашей святой веры!Вы можете рассчитывать на мою дружбу и поддержку священников.\n\nПомним Масаду!\nВеликий Магистр [From.GetFirstName];x
PREVENT_DECADENCE;Этот человек не будет способствовать упадку своей династии.;x
TITLE_REQUEST_CLAIM;Попросить;x
TITLE_REQUEST_CLAIM_TOOLTIP;Запросить претензию на этот титул;x
TITLE_CANNOT_USURP_COUNTIES_OTHER_REALM;§RНевозможно узурпировать титулы уровня графств за пределами Вашего государства;x
TITLE_CANNOT_USURP_BARONIES;§RНевозможно узурпировать титулы уровня баронств;x
TITLE_CANNOT_USURP_OWN;§RНельзя узурпировать титулы в пределах Вашего государства не имея на то сильных претензий!;x
TITLE_NEW_PRIMARY_NOT_SAME_RANK;§RВаш новый основной титул должен быть того же уровня, что и прежний!;x
TITLE_NEW_PRIMARY_IS_SAME;Этот титул уже является Вашим основным титулом!;x
TITLE_NEW_PRIMARY_IS_PATRICIAN;§RТитул главы купеческого рода не может быть выбран Вашим основным титулом!;x
asked_for_claim;Запросил претензию;x
REQUEST_ANSWER_YES;§GЭтот запрос будет принят§!;x
REQUEST_ANSWER_MAYBE;§YЭтот запрос может быть принят§!;x
REQUEST_ANSWER_NO;§RЭтот запрос будет отклонён§!;x
HymnsOfAbrahamDLC;Hymns of Abraham (дополнение);x
WoFUPDLC;Warriors of Faith Unit Pack (дополнение);x
MOUPDLC;Military Orders Unit Pack (дополнение);x
REVOKE_TITLE_TOOLTIP;Отозвать титул у его обладателя, известного как §Y$HOLDER$§!. §Y$TITLE$§! перейдет к Вам.;x
DESTROY_TITLE_TOOPTIP;Уничтожить титул. §Y$TITLE$§! исчезнет;x
TITLE_DESTROY_TOOLTIP_IS_NOT_PRIMARY;Титул не должен быть Вашим основным;x
TITLE_DESTROY_TOOLTIP_CAN_AFFORD;Вы должны иметь §Y$PRESTIGE$§! престижа;x
TITLE_DESTROY_IS_NOT_GAVELKIND;Закон наследования должен не быть "Равным разделом";x
temple_baron_jewish_group;Раввин;x
temple_count_jewish_group;Коэн;x
temple_duke_jewish_group;Раббан;x
temple_king_jewish_group;Наси;x
