#CODE;RUSSIAN;x
#WELCOME_TEXT;You can play as any medieval ruler at any point in time, from a lowly count to an all-powerful emperor. When your character dies, you will need an heir to take over, and so on, down the ages. The starting situation is historical - and thus completely unbalanced. Check the difficulty estimation of a ruler before you start playing!;Vous pouvez incarner tous les souverains du Moyen Вge, quelle que soit leur pйriode historique, de l'humble comte jusqu'а l'empereur tout puissant. Quand votre personnage mourra, vous devrez avoir un hйritier pour reprendre le contrфle et faire ainsi perdurer votre royaume а travers les вges. Les situations de dйpart sont historiques, donc dйsйquilibrйes. Assurez-vous de vйrifier le niveau de difficultй de chaque souverain avant de commencer !;Ihr kцnnt zum Spielen jeden mittelalterlichen Herrscher zu jedem beliebigen Zeitpunkt auswдhlen, vom einfachen Grafen bis zum mдchtigen Kaiser. Jedes Mal, wenn Eure Spielfigur stirbt, benцtigt Ihr einen Erben, der Euer Erbe weiterfьhrt, und so schreitet Ihr fort durch die Zeitalter. Die Ausgangssituation ist historisch und damit absolut unausgewogen. Beachtet vor dem Start eines neuen Spiels den voraussichtlichen Schwierigkeitsgrad des Herrschers, den Ihr auswдhlen mцchtet!;;Puedes jugar como gobernante medieval de cualquier йpoca, ya sea como modesto conde o como emperador todopoderoso. Cuando muera tu personaje, precisarбs un heredero que tome el poder, y asн sucesivamente a lo largo del tiempo. La situaciуn inicial es histуrica, por lo tanto totalmente desequilibrada. ЎComprueba la estimaciуn de dificultad de un gobernante antes de empezar a jugar!;;;;;;;;;x
WELCOME_FIRST_PLAY_RECOMMEND;\nВначале мы настоятельно рекомендуем поиграть в специальный обучающий сценарий за §Yкороля Леона Альфонсо VI§!, по окончании которого Вы сможете продолжить играть в обычном режиме.;x
WELCOME_PLAY_LEARNING_SCENARIO;Обучающий Сценарий;x
WELCOME_PLAY_NORMAL_GAME;Нормальная Игра;x
DONT_SHOW_AGAIN;Не показывать это снова;x
EVTNAME107000;Oбучающий сценарий;x
#EVTDESC107000;Behold! The world as we know it in the year of our Saviour, 1066. As you can tell, it is divided into distinct regions - Counties - each controlled by some lord or another. Crusader Kings II is a game about these lords, their families, relations, intrigue... and power. Be a conqueror or a peaceful family father, as you will, but know that most other characters will lust after more land, more Counties.\n\nCrusader Kings II is a real-time game. Close this window and unpause the game using the speed widget...;Bienvenue au Scйnario d'apprentissage ! Crusader Kings 2 est un jeu en temps rйel. L'outil du coin supйrieur droit vous permet de contrфler la vitesse de dйfilement du temps, d'interrompre ou de reprendre votre partie. Fermez cette fenкtre, reprenez la partie et laissez passer deux jours pour continuer...;Willkommen im Ьbungsszenario! Crusader Kings II ist ein Spiel in Echtzeit. Mit der Geschwindigkeitskontrolle oben rechts stellt Ihr ein, wie schnell die Zeit voranschreitet. Hier kann das Spiel auch pausiert und fortgesetzt werden. Um fortzufahren, schlieЯt bitte dieses Fenster, beendet die Pause und lasst einige Tage verstreichen...;;ЎBienvenido al Escenario de Aprendizaje! Crusader Kings II es un juego a tiempo real. La herramienta de velocidad situada en la esquina superior derecha te ayudarб a controlar la velocidad con la que pasa el tiempo y tambiйn te permitirб detener y reanudar el juego. Cierra esta ventana, reanuda el juego y deja que pase un par de dнas...;;;;;;;;;x
EVTOPTA107000;Хорошо;x
EVTNAME107001;Oбучающий сценарий;x
#EVTDESC107001;You will play as a succession of characters from the same Dynasty, down the ages. In this Learning Scenario, you will be safe from attack and internal strife until your ruler turns 40 years old. When this happens, [Root.GetFirstName] will die (normally though, characters die of old age, disease or violence) and the Learning Scenario will end. When [Root.GetSubjectPronoun] dies, you can keep playing a normal game as [Root.GetPossPronoun] Heir. Feel free to navigate through the game as you wish, but note that if you do not follow the Learning Scenario instructions you might miss out on further help.;Vous allez incarner une sйrie de personnages d'une mкme dynastie а travers les вges. Dans ce Scйnario d'apprentissage, vous serez protйgй contre les attaques et les conflits internes jusqu'а ce que votre souverain ait 40 ans. А ce moment, [Root.GetFirstName] mourra (en temps normal les personnages meurent de vieillesse, de maladie ou d'un йvиnement violent) et le Scйnario d'apprentissage prendra fin. А sa mort, vous pourrez poursuivre une partie normale en tant qu'hйritier de [Root.GetPossPronoun].;Ihr spielt alsNachfolger von Personen aus derselben Dynastie und durchlauft als diese die Zeitalter. In diesem Ьbungsszenario werdet Ihr vor Angriffen und inneren Zwistigkeiten geschьtzt sein, bis Euer Herrscher 40 Jahre alt ist. Im Anschluss daran wird [Root.GetFirstName] sterben (eines natьrlichen Todes, wobei Personen altersbedingt, gewaltsam oder an Seuchen sterben kцnnen) und das Ьbungsszenario endet. Wenn [Root.GetSubjectPronoun] stirbt, kцnnt Ihr das Spiel als [Root.GetPossPronoun] Erbe wie ein normales Spiel fortsetzen.;;Jugarбs una sucesiуn de diferentes personajes de la misma dinastнa a travйs de los aсos. En este Escenario de Aprendizaje estarбs libre de ataques y conflictos internos hasta que tu gobernante cumpla los 40 aсos de edad. Llegado este momento, [Root.GetFirstName] morirб (aunque normalmente los personajes mueren a causa de su avanzada edad, por enfermedades o por violencia) y el Escenario de Aprendizaje habrб finalizado. Cuando [Root.GetSubjectPronoun] muera, podrбs continuar como el Heredero de [Root.GetPossPronoun] en un juego normal.;;;;;;;;;x
EVTOPTA107001;Ясно;x
EVTNAME107002;Oбучающий сценарий;x
EVTDESC107002;Основными валютами в этой игре являются Ваше богатство, престиж и благочестие. Богатство – это естественно деньги (можете называть его "золотом", если хотите), и оно растёт в первую очередь за счёт налогов. Престиж – мерило Вашего успеха как правителя, а Ваше благочестие показывает, насколько Вас уважает духовенство. Престиж и благочестие всех Ваших персонажей добавляются к Вашему счёту, чтобы определить итоговый ранг в конце игры.;x
EVTOPTA107002;Понятно;x
EVTNAME107003;Oбучающий сценарий;x
EVTDESC107003;На протяжении обучающего сценария Вы будете получать сообщения, подобные этим, которые помогут Вам понять, что следует делать дальше. Впрочем, Вы можете действовать свободно и заниматься делами по своему усмотрению. Когда Вы закончите свои дела, то полезно будет проверить предупреждения вверху экрана.;x
EVTOPTA107003;Ясно;x
EVTNAME107004;Oбучающий сценарий;x
EVTDESC107004;В зависимости от того, чем Вы сейчас заняты, существуют различные режимы карты. Режим карты по умолчанию показывает карту местности. Ещё один полезный режим карты – карта независимых государств, она отображает границы между различными странами в мире. Вы можете проверить различные режимы карты в правом нижнем углу, чтобы увидеть, что они показывают.;x
EVTOPTA107004;Ясно;x
EVTNAME107005;Oбучающий сценарий;x
EVTDESC107005;Это Вы, [Root.GetTitledFirstName], в левом верхнем углу экрана. Нажатие на портрет даст Вам больше информации о короле и его семье. Вы также можете нажать на герб рядом с портретом, чтобы узнать больше о Вашей стране.\nНажмите на портрет, чтобы узнать больше о Вашем правителе и его семье. Обратите внимание, что сейчас Вы не женаты, а Вашим наследником является Ваш брат, король Кастилии. Если Вы умрёте сейчас, то сможете продолжить играть за него, так как он из Вашей династии. Да, это значит, что он унаследует Леон и будет править двумя королевствами...;x
EVTOPTA107005;Ясно;x
EVTNAME107006;Oбучающий сценарий;x
EVTDESC107006;На том же экране Вы можете увидеть атрибуты и черты характера, которые определяют Ваши навыки и индивидуальность.\nПерсонажи также могут иметь амбиции, которые представляют собой их текущие краткосрочные цели. Когда амбиция удовлетворена, персонаж получает награду, например бонус к престижу или благочестию. Нажмите на кнопку "Выбрать амбицию", посмотрите на список Ваших амбиций и выберите одну. Хорошим выбором сейчас может быть, например, амбиция "вступить в брак".;x
EVTOPTA107006;Ясно;x
EVTNAME107007;Oбучающий сценарий;x
EVTDESC107007;Хотя у Вас уже есть законный наследник из Вашей династии (Ваш брат), наличие собственных детей гарантирует преемственность поколений. Кроме того, Ваш брат может умереть раньше Вас. Как только у Вас появится сын, он станет Вашим новым наследником. Чтобы иметь законных детей Вы должны вступить в брак! Нажмите на свой портрет и выберите "вступить в брак" (или кнопку с двумя золотыми кольцами), это хороший способ найти подходящую супругу. Вы также можете использовать поиск персонажей, расположенный в правом нижнем углу экрана, чтобы найти больше персонажей.;x
EVTOPTA107007;Ясно;x
EVTTOOLTIP107008;Следуйте указаниям, которые помогут найти хорошую супругу.;x
EVTNAME107008;Oбучающий сценарий;x
EVTDESC107008;В поиске кандидата для брака необходимо учитывать некоторые вещи. Во-первых, атрибуты Вашей супруги (или супруга) увеличивают эффект Ваших собственных, поэтому, чем они Выше, тем предпочтительнее кандидат. Во-вторых, свадьба – единственный путь заключения союзов в игре, поэтому пытайтесь породниться с правителями, которых Вы хотите видеть в качестве союзников. В-третьих, Вы не можете вступить в брак с ребенком, но можете организовать помолвку (хотя это не влияет на атрибуты). Сейчас Вам нужна здоровая взрослая женщина детородного возраста.;x
EVTOPTA107008;Ясно;x
EVTNAME107009;Oбучающий сценарий;x
#EVTDESC107009;When you have found a good character to marry, click on their portrait and the Diplomacy Icon to open the Diplomatic View (if you do this through the Arrange Marriage function you need only click the portrait). Here you may ask the Liege of your intended wife about the possibility of arranging a marriage. The Diplomatic View is the main way to interact with other characters. Go ahead and arrange the marriage!;Lorsque vous aurez dйnichй la candidate parfaite а marier, cliquez sur son portrait pour ouvrir la Vue diplomatique. De lа vous pouvez faire la requкte d'organiser un mariage au suzerain de votre future femme. La Vue diplomatique est le principal moyen utilisй pour interagir avec d'autres personnages. Lancez-vous et organisez un mariage !;Durch einen Klick auf das Portrдt der Person, die Ihr zu ehelichen gedenkt, цffnet Ihr die Diplomatieansicht, wo Ihr den Lehnsherrn Eurer Zukьnftigen darum bitten kцnnt, eine Heirat zu arrangieren. Die Diplomatieansicht ist das hauptsдchliche Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando hayas encontrado un buen personaje con el que casarte, haz clic en su retrato para abrir la Vista Diplomбtica. Allн podrбs pedir al seсor feudal de tu posible futura esposa la posibilidad de planificar una boda. La Vista Diplomбtica es la principal vнa para relacionarte con otros personajes. ЎSigue adelante y prepara tu boda!;;;;;;;;;x
EVTOPTA107009;Хорошо;x
EVTNAME107100;Oбучающий сценарий;x
EVTDESC107100;Поздравляем Вас со свадьбой! Пока Альфонсо трудится над тем, чтобы [Root.Spouse.GetFirstName] забеременела, Вы можете выбрать новую амбицию, например "Иметь сына" или "Иметь дочь".;x
EVTOPTA107100;Хорошо;x
EVTNAME107101;Oбучающий сценарий;x
EVTDESC107101;Ваше королевство состоит из нескольких графств (мелкие области на карте). Каждое графство (округ) включает в себя, по меньшей мере, одно поселение (владение) - замок, город или монастырь. Нажав на графство, в числе прочего можно увидеть владения в нем. Владения, принадлежащие Вам лично, в совокупности составляют вотчину (личный домен). К сожалению, существует предел владений, которыми Вы можете управлять сами. Оно показано вверху экрана. Если Вы имеете больше владений, чем разрешено, это обернётся для Вас серьезными штрафами...;x
EVTOPTA107101;Понятно;x
EVTNAME107102;Oбучающий сценарий;x
EVTDESC107102;Предел владений – это причина, по которой Вы нуждаетесь в вассалах! Через них Вы можете контролировать больше владений, чем позволяет предел. Ваши вассалы предоставляют Вам часть своего ополчения и доходов. Существует ограничение на количество вассалов, которых Вы можете иметь, по этой причине у Вас может быть меньше вассалов, но более могущественных. Вассалы могут иметь своих вассалов и так далее. Вассалы низшего ранга (ниже, чем граф) не учитываются в расчёте вассального лимита.;x
EVTOPTA107102;Понятно;x
EVTNAME107103;Oбучающий сценарий;x
EVTDESC107103;Ваши вассалы должны быть Вами довольны, потому что их мнение о Вас определяет то, сколько налогов и ополчения они Вам захотят предоставить. Если они совсем Вас не любят, то могут даже присоединиться к мятежным фракциям, что спровоцирует гражданскую войну. Священники (вассальное духовенство), которые любят Папу больше, чем Вас, платят налоги ему! Мнение Вассалов о Вас может быть в диапазоне от -100 до 100, и Вы можете точно узнать, почему они так к Вам относятся, подведя курсор к значению.;x
EVTOPTA107103;Понятно;x
EVTNAME107104;Oбучающий сценарий;x
EVTDESC107104;В настоящее время у Вас есть один недовольный вассал. Вы можете найти его, кликнув по своему портрету и открыв вкладку "Вассалы". Попытайтесь улучшить мнение этого вассала о Вас до положительного значения. Мнение вассалов можно улучшить несколькими путями, например, дать им больше земель (но старайтесь удерживать за собой столько владений, сколько позволяет Вам предел владений). Также Вы можете пожаловать им почетный титул или отправить подарок. Всё это можно сделать в окне дипломатии.;x
EVTOPTA107104;Понятно;x
EVTNAME107202;Oбучающий сценарий;x
EVTDESC107202;О, бог мой, похоже, что неблагодарные крестьяне Саламанки восстали против Вас! Чтобы подавить восстание, Вам необходимо собрать ополчение. Если Вы откроете окно войска, то увидите кнопки, которые позволяют собрать Ваше личное ополчение и ополчение Ваших вассалов. Удерживая нажатым Ctrl при сборе ополчения, Вы избежите его созыва в графствах, в которых находятся вражеские войска.;x
EVTOPTA107202;Ясно;x
EVTNAME107203;Oбучающий сценарий;x
EVTDESC107203;Чтобы переместить Вашу армию, просто нажмите на её изображение, чтобы выбрать её, а затем правой кнопкой мыши на провинции, в которую Вы хотите её отправить. Вы также можете выбрать несколько армий из разных владений, удерживая нажатой левую кнопку мыши и перемещая мышь, чтобы создать окно выделения. Имеет смысл собрать свои войска вместе прежде, чем атаковать врага.;x
EVTOPTA107203;Понятно;x
EVTNAME107204;Oбучающий сценарий;x
EVTDESC107204;Когда Вы собрали все Ваши армии в одном округе, выберите их (нажав и выделив), а затем нажмите кнопку "Объединить войска" в окне армии, чтобы собрать их в единое войско. Вы также можете назначать и изменять командующих Вашей армией, нажав по панели имени выше каждого фланга. Командиры могут помочь Вам выиграть битву, но также всегда есть риск, что они получат увечье или даже погибнут.;x
EVTOPTA107204;Понятно;x
EVTNAME107205;Oбучающий сценарий;x
EVTDESC107205;Когда Вы атакуете, форсировав реку или переправившись через пролив, Вы получаете штраф в бою. Нажмите на округ и подведите курсор мыши к иконке реки (если таковая имеется), чтобы увидеть, с какими реками и проливами она граничит. Заметим, что если целевой округ находится под осадой, Вам нужно переключить "Окно осады" на "Окно провинции". А теперь идите и раздавите этот крестьянский сброд!;x
EVTOPTA107205;Хорошо;x
EVTNAME107250;Oбучающий сценарий;x
EVTDESC107250;Прекрасно, Вы подавили восстание! Теперь, когда Вы находитесь в мире, целесообразно будет распустить Ваше ополчение. Подняв свое личное ополчение, Вы будете тратить деньги на его содержание, а вассалы сердятся, если их ополчения находятся в строю слишком долго. Вы можете распустись ополчение в окне войска точно также, как и собрали его.;x
EVTOPTA107250;Ясно;x
EVTNAME107251;Oбучающий сценарий;x
EVTDESC107251;Теперь настал хороший момент, чтобы рассмотреть вопрос о расширении Вашего королевства. Наиболее простые цели для военной экспансии – небольшие соседние государства. Однако, поскольку Вы должны познакомиться с действиями флота, давайте выберем Канарские острова, одинокое независимое графство у побережья Западной Африки...;x
EVTOPTA107251;Хорошо;x
EVTNAME107252;Oбучающий сценарий;x
EVTDESC107252;Для того, чтобы начать войну в Crusader Kings II Вам необходим Casus Belli – "повод для войны". Подходящим Casus Belli может быть, например, претензия на землю (соответствующий титул), которая по праву должна принадлежать Вам, или ведение Священной войны против неверных.;x
EVTOPTA107252;Ясно;x
EVTNAME107253;Oбучающий сценарий;x
EVTDESC107253;Претензии могут быть обретены несколькими путями. Во-первых, Вы обычно получаете претензии на титулы, унаследованные Вашими братьями и сёстрами после смерти родителей. Правители, которые лишаются титула (в результате войны, например), также получают претензии на потерянные земли. Наконец, претензии можно сфабриковать. Поскольку Канарские острова расположены слишком далеко, чтобы использовать Casus Belli "Священной войны", Вы должны сфабриковать претензию на них.;x
EVTOPTA107253;Понятно;x
EVTNAME107254;Oбучающий сценарий;x
EVTDESC107254;Чтобы сфабриковать претензию, откройте вкладку Вашего совета и отправьте Вашего канцлера сфабриковать претензию на графство Канарские острова. Вы можете сделать это, нажав на кнопку "Сфабриковать претензии" а затем на область карты (Вы можете дать задание, подобно этому, для каждого члена совета, но они могут выполнять только одно поручение в каждый момент времени).;x
EVTOPTA107254;Хорошо;x
EVTNAME107300;Oбучающий сценарий;x
#EVTDESC107300;You now have a Claim and it's time to let slip the dogs of War! Click on Canarias province, then the 'Conduct Diplomacy' button to the left of the Ruler Portrait in the County View. Select 'Declare War' in the Diplomacy View and the 'Claim Canarias' Casus Belli. Send the War Declaration.;Vous possйdez maintenant une revendication, il est temps de dйterrer la hache de guerre ! Cliquez sur la province des оles Canaries puis sur 'Gйrer la diplomatie' а la gauche du portrait du dirigeant dans la Vue du comptй. Sйlectionnez ensuite 'Dйclarer la guerre' dans la Vue diplomatique puis le Casus Belli 'Revendiquer оles Canaries'. Envoyez la Dйclaration de guerre.;Ihr habt nun einen Anspruch und der Krieg kann beginnen! Klickt auf die Kanarischen Inseln und anschlieЯend auf die Schaltflдche 'Diplomatie ausfьhren', die sich links vom Herrscherportrдt in der Grafschaftsansicht befindet. Wдhlt in der Diplomatieansicht die Option 'Krieg erklдren' und als Kriegsgrund 'Anspruch auf die Kanarischen Inseln'. Sendet dem Herrscher der Kanaren Eure Kriegserklдrung.;;Ahora tienes una Reclamaciуn... Ўes el momento de soltar los perros! Haz clic sobre la provincia de Canarias y despuйs en el botуn “Ejercer Diplomacia” a la izquierda del retrato del gobernante en la vista Condado. Selecciona “Declarar la Guerra” en la vista Diplomacia  y el Casus Belli “Reclamar Canarias”. Envнa la Declaraciуn de Guerra.;;;;;;;;;x
EVTOPTA107300;Хорошо;x
EVTNAME107301;Oбучающий сценарий;x
EVTDESC107301;Когда у Вас есть союзники, которые могут помочь Вам в войне, Вы можете увидеть вверху экрана иконку, указывающую на это. Нажмите на иконку, чтобы открыть окно дипломатии Ваших союзников, где Вы можете использовать опцию "Призыв к оружию", в результате чего они присоединятся к Вашей войне (если согласятся).;x
EVTOPTA107301;Ясно;x
EVTNAME107302;Oбучающий сценарий;x
EVTDESC107302;Если врага от Вас отделяет море, то Вам необходимо собрать флот. Чтобы сделать это, откройте окно войска, как Вы делали, когда собирали Ваши армии, затем выберите "Флот", где Вы найдете аналогичные кнопки для сбора Вашего флота.\nВы должны также собрать свои войска и переместить их в прибрежное графство Овьедо.;x
EVTOPTA107302;Хорошо;x
EVTNAME107303;Oбучающий сценарий;x
#EVTDESC107303;It appears you don't have enough ships to transport the Army. Sometimes when you're at War, the Levies from your Demesne and your Vassals might not be enough. In these cases it is wise to hire Mercenaries. This can be done via the Mercenaries Tab in the Military View. Newly hired Mercenaries arrive in your capital County. They are very expensive, both to hire and maintain. Take a look at the mercenary composition before you hire them. Some are made entirely out of Armies while others consist only of Fleets. Hire some naval mercs! They will spawn in a Sea Area West of your Realm.;Il semblerait que vous manquiez de navires pour transporter votre armйe. Parfois, en temps de guerre, les troupes de votre Domaine et de vos vassaux peuvent ne pas suffire. Dans ces situations, nous vous recommandons d'employer des Mercenaires, ce que vous pouvez faire dans l'onglet Mercenaires de la Vue militaire. Ils sont trиs couteux а engager et а entretenir. Prenez le temps de sйlectionner le groupe de mercenaires qu'il vous faut, il y a des armйes et des flottes. Engagez-vous une flotte de mercenaires ! ;Es sieht ganz so aus, als hдttet Ihr fьr den Transport Eurer Armee nicht genug Schiffe. Im Krieg empfiehlt es sich, in dieser Situation auf Sцldner zurьckzugreifen. Dies erfolgt ьber das Register 'Sцldner' in der Militдransicht. Frisch angeheuerte Sцldner erscheinen in der Grafschaft, in der sich Euer Regierungssitz befindet. Sцldner sind sehr teuer - sowohl in der Anschaffung als auch im Unterhalt. Bevor Ihr Sцldner anheuert, solltet Ihr einen Blick auf ihre Truppenzusammenstellung werfen. Manche Sцldner bestehen ausschlieЯlich aus Landtruppen, wдhrend andere nur aus Schiffen bestehen. Heuert nun eine Sцldnerflotte an!;;Al parecer no tienes suficientes embarcaciones para transportar el ejйrcito. A veces, cuando estбs en guerra, las levas de tu Terratenencia y tus vasallos no es suficiente. En tal caso, te conviene contratar Mercenarios. Lo puedes hacer a travйs de la pestaсa Mercenarios, en la Vista Militar. Mercenarios reciйn contratados estбn llegando a tu Condado principal. Son muy caros, tanto contratarlos como mantenerlos. Йchales un vistazo antes de contratarles. Algunos estбn completamente formados por ejйrcitos mientras que otros consisten ъnicamente en flotas. ЎContrata algunos mercenarios navales!;;;;;;;;;x
EVTOPTA107303;Хорошо;x
EVTNAME107304;Oбучающий сценарий;x
#EVTDESC107304;To load your troops onto ships, bring your Fleet into port by ordering it to move into one of your land Provinces. You can then move your Armies to the same Province and click the Embark Army button. You can also move your Armies onto a Fleet at sea by keeping the Fleet in a coastal sea Province and moving your troops onto your ships. Note that larger Fleets are required for transporting larger Armies.;Pour embarquer vos troupes sur vos navires, ramenez votre flotte au port en lui ordonnant de retourner а l'une de vos provinces continentales. Dйplacez votre armйe vers la mкme province puis cliquez sur le bouton 'Embarquer l'armйe'. Vous pouvez йgalement embarquer des troupes sur vos provinces cфtiиres en y dйplaзant votre flotte. Notez que plus votre armйe est vaste, plus votre flotte devra l'кtre pour les transporter.;Um Eure Truppen auf die Schiffe zu verladen, mьsst Ihr die Flotte in den Hafen bringen, indem Ihr den Befehl gebt, sie in eine Eurer Landprovinzen zu bewegen. In diese Provinz kцnnt Ihr nun Eure Landtruppen beordern und dann auf die Schaltflдche 'Armee einschiffen' klicken. AuЯerdem kцnnt Ihr Truppen auf Schiffe bewegen, indem Ihr den Landtruppen einen Marschbefehl zu einer auf See befindlichen Flotte erteilt. Ihr solltet berьcksichtigen, dass fьr grцЯere Armeen grцЯere Flotten benцtigt werden.;;Para cargar tus tropas en las embarcaciones, sitъa tu flota en el puerto ordenбndole que se traslade a una de tus provincias de tierra. Entonces puedes traer tus ejйrcitos a la misma provincia y hacer clic encima del botуn Embarcar Ejйrcito. Tambiйn puedes trasladar a tus ejйrcitos a una flota en el mar manteniendo la flota en una provincia costera y asн cargar tus tropas en las embarcaciones. Fнjate que grandes ejйrcitos precisan flotas mayores.;;;;;;;;;x
EVTOPTA107304;Хорошо;x
EVTNAME107305;Oбучающий сценарий;x
EVTDESC107305;Когда Ваш флот достигнет цели, Вы можете высадить войска, нажав на кнопку "Выбрать войска", когда выбран флот. После этого нажмите правой кнопкой мыши на область карты, в которую Вы хотите переместить их. Обратите внимание, что, вступая в бой сразу после высадки, войска получают штрафы в этом бою.;x
EVTOPTA107305;Ясно;x
EVTNAME107306;Oбучающий сценарий;x
#EVTDESC107306;When your Armies stop in enemy lands, they will start to besiege any enemy Holdings. In order to fully occupy a Province, you will need to take every Holding in that Province. Winning a Siege takes time, and the attacking forces need to be larger than the defending Garrison. To view the Siege progress, select your Army or click on the Province under Siege.;Si vos armйes se retrouvent en territoire ennemi, elles assiиgeront n'importe quelle Propriйtй. Pour occuper pleinement une province, vous devrez prendre possession de toutes ses Propriйtйs. Gagner un siиge prend du temps et les forces qui attaquent doivent кtre plus nombreuses que celles qui dйfendent. Pour voir la progression d'un siиge, sйlectionnez votre armйe ou encore la province qui est assiйgйe.;Wenn Eure Armeen im Feindgebiet Halt machen, beginnen sie mit der Belagerung der feindlichen Besitztьmer. Um eine Provinz vollstдndig zu besetzen, mьsst Ihr jedes Besitztum in der Provinz einnehmen. Eine siegreiche Belagerung erfordert Zeit und die angreifenden Verbдnde mьssen grцЯer sein als die verteidigende Garnison. Um den Belagerungsfortschritt anzuzeigen, wдhlt Ihr die Armee aus oder Ihr klickt auf die belagerte Provinz.;;Cuando tus ejйrcitos se detengan en tierras enemigas, empezarбn a asediar las Propiedades del enemigo. Con el fin de ocupar completamente la provincia, tendrбs que tomar todas las Propiedades de esa provincia. Ganar un asedio lleva tiempo, y las fuerzas atacantes deben ser mayores que la guarniciуn de defensa. Para ver el progreso del asedio, selecciona tu ejйrcito o haz clic en la provincia asediada.;;;;;;;;;x
EVTOPTA107306;Понятно;x
EVTNAME107307;Oбучающий сценарий;x
EVTDESC107307;Если Вы хотите закончить осаду быстро, Вы можете Выбрать "Штурм" в окне осады. Однако, это не гарантирует Вам успех, и даже успешный штурм может дорого обойтись Вашей армии. Замки, как правило, защищены значительно лучше, чем города и монастыри. Обратите внимание, если Ваша армия бежит с поля боя из-за низкой морали и не имеет соседней области для отступления, она будет уничтожена.;x
EVTOPTA107307;Ясно;x
EVTNAME107310;Oбучающий сценарий;x
#EVTDESC107310;You are now ready to make Peace. To do this, click on the War icon in the bottom right of the screen. You can also navigate via the Map or the Character Interface to the character you are fighting and open their Diplomatic View.;Vous кtes maintenant prкt а rйtablir la paix. Pour ce faire, cliquez sur l'icфne de guerre dans le coin infйrieur droit de l'йcran. Vous pouvez aussi naviguer via la carte ou l'interface des personnages pour sйlectionner le personnage contre qui vous кtes en guerre et ouvrir la Vue diplomatique.;Ihr kцnnt nun Frieden schlieЯen. Klickt dazu auf das Kriegssymbol rechts unten auf dem Bildschirm. Ihr kцnnt auch per Karte oder Portrдt zu der Spielfigur springen, mit der Ihr kдmpft, und ihre Diplomatieansicht цffnen.;;Ahora estбs preparado para hacer las paces. Para ello, haz clic sobre el icono de guerra en la parte inferior derecha de la pantalla o bien tambiйn puedes navegar a travйs del mapa o de la interfaz del personaje para dirigirte hacia el personaje con el que estбs batallando y abrir una Vista Diplomбtica.;;;;;;;;;x
EVTOPTA107310;Понятно!;x
EVTNAME107311;Oбучающий сценарий;x
EVTDESC107311;При заключении мира у Вас есть три возможных варианта действия. Вы можете сдаться, предложить белый мир или выдвинуть требования. Подробная информация по каждому из них будет показана при наведении курсора. Условия мира будут зависеть от того, какой Casus Belli был использован для развязывания войны.;x
EVTOPTA107311;Ясно;x
EVTNAME107320;Oбучающий сценарий;x
EVTDESC107320;Теперь, когда война закончилась, Вы можете снова распустить своё ополчение и наёмников. Найдите новую цель для экспансии, и отправьте туда Вашего канцлера для изготовления претензий. Вы также можете использовать Casus Belli "Священная война" против соседей-мусульман. Последнее может быть несколько рискованным, поскольку любой мусульманский правитель может придти на помощь Вашему врагу.;x
EVTOPTA107320;Ясно;x
EVTNAME107325;Oбучающий сценарий;x
