#CODE;RUSSIAN;x
EVTTOOLTIP7955;[This.GetTitledName] больше не запятнает мою династию!;x
EVTOPTA7955;Вот так и побыстрее!;x
EVTOPTB7955;Почему эта служанка бежит ко мне?;x
EVTDESC7956;Спрятанный кинжал в руках служанки - и вот так я умру? [Root.Religion.GetRandomGodName], прости мне мои грехи...;x
EVTOPTA7956;Умри, [FromFrom.GetTitledFirstName]!;x 
EVTOPTA7957;Какого?.. Что проис?.. О, [Root.Religion.GetRandomGodName]...;x
EVTDESC7958;Окружённый комфортом и прекрасными служанками, я сидел и наслаждался дорогим вином после хорошего ужина, и вдруг неожиданно увидел, как одна из служанок бросается на меня с кинжалом в руке. В последний момент я успел отпрыгнуть в сторону, а стражники схватили её до того, как она успела нанести удар. Прежде чем о ней позаботились, она успела назвать имя того, кто стоит за всем этим.;x
EVTOPTA7958;Гореть тебе в аду, [FromFrom.GetTitledFirstName]!; 
EVTDESC7959;Окружённый комфортом и прекрасными служанками, я сидел и наслаждался дорогим вином после хорошего ужина, и вдруг неожиданно увидел, как одна из служанок бросается на меня с кинжалом в руке. В последний момент я успел отпрыгнуть в сторону, а стражники схватили её до того, как она успела нанести удар. О ней позаботились, но она - всего лишь пешка. Кто же стоит за всем этим?;x
EVTOPTA7959;Боюсь, я никогда это не узнаю.;x
EVTDESC7960;Мой сообщник, [From.GetTitledName], даёт мне знать, что [Root.PlotTarget.GetTitledName] умрёт в собственном дворце от кинжала одной из своих служанок.;x
EVTOPTA7960;Вот до чего доводит декадента его образ жизни!;x
EVTDESC7961;[From.GetTitledName] одобряет мою идею - [From.PlotTarget.GetTitledName] умрёт от рук своих слуг. [Root.Religion.GetRandomGodName] несомненно простит мне это, ведь [From.PlotTarget.GetName] - декадент.;x
EVTDESC7962;[From.GetTitledName] даёт мне знать, что заговор по убийству декадента продвигается успешно. В случае успеха [From.PlotTarget.GetTitledName] умрёт в течение месяца, несколько [From.PlotTarget.GetHersHis] служанок лояльны нам и готовы нанести удар.;x
EVTDESC7963;Успех! [From.GetTitledName] мёртв! Но... к сожалению, моя причастность к этому стала достоянием публики.;x
EVTOPTA7963;Хорошо, но... плохо.;x
EVTDESC7964;Успех! [From.GetTitledName] умер так и не узнав имя заказчика своего убийства. Подкупленные слуги так и не выдали имена.;x
EVTOPTA7964;Нужно это как следует отметить.;x
EVTDESC7965;Неудача! [From.GetTitledName] подслушал разговор служанок и узнал о заговоре с целью своего убийства.;x
EVTOPTA7965;Это плохо.;x
EVTDESC7966;Неудача! [From.GetTitledName] что-то заподозрил и отослал слуг прочь. Однако, ему не удалось раскрыть нашу причастность к этому.;x
title_appointed_regent;Назначенный регент;x
title_appointed_regent_desc;Этот человек станет регентом, если потребуется.;x
INTERACTION_REQ_REC_IS_DJ_LIEGE_OR_ADJ;Получатель письма ([Recipient.GetBestName]) должен быть соседом или де-юре сюзереном моей столицы.;x
WELCOME_TEXT;В этой игре Вы можете сыграть за любого средневекового правителя в любой точке временной шкалы. Когда погибнет Ваш персонаж, наследник возьмёт на себя бразды правления, и так далее. В отличие от большинства других игр, стартовая ситуация исторична, поэтому разбалансирована. Взгляните на оценочную сложность перед началом игры!;x
tribal_duke;Верховный вождь;x
tribal_duke_female;Верховный вождь;x
tribal_duchy_of;Верховное вождество;x
tribal_duchy_of_norse;Ярлство;x
tribal_count_west_african;Фарин;x
tribal_count_female_west_african;Фарина;x
tribal_county_of_west_african;Шейхство;x
tribal_county_west_african;Шейхство;x
tribal_duke_west_african;Фарбас;x
tribal_duke_female_west_african;Фарба;x
tribal_duchy_of_west_african;Эмират;x
tribal_duchy_west_african;Эмират;x
tribal_king_west_african;Манса;x
tribal_king_female_west_african;Султана;x
tribal_kingdom_of_west_african;Султанат;x
tribal_kingdom_west_african;Султанат;x
tribal_baron_mongol;Тайши;x
tribal_barony_of_mongol;Тайши;x
EVTDESC_CM_11;[Root.County.GetAdjective]ие жители переняли новые обычаи иноземцев, которые органично вплелись в славянские традиции. Они стали называть себя "Русь" или "русскими людьми".;x
EVTOPTA_CM_11;Новые, но всё те же.;x
convert_to_russian;Принять русскую культуру;x
convert_to_russian_desc;Многие в наших землях внедряют новые пути и традиции, принесенные чужестранцами, включая их в местные обычаями. Возможно, и нам следует сделать то же самое...;x
EVTDESC_CM_2102;Вам надоело постоянно проводить время в замке, выполняя свои обязаности по управлению и дипломатии. Тем временем, [From.GetTitledFirstName] продолжает рассказывать Вам об увлекательных приключениях, которые он переживает, будучи у Вас на службе. Быть может, стоит присоединиться к нему в следующий раз...;x
EVTOPTA_CM_2102;Да! Будет здорово!;x
EVTOPTB_CM_2102;Нет, я - [Root.GetTitle] и у меня есть обязанности.;x
EVTDESC_CM_2104;Утром Вы и [From.GetTitledFirstNameWithNick] выехали из замка без какого-либо сопровождения и экипировки. Это будет хорошей передышкой от монотонной повседневности государственных дел. Вы заметили, что [From.GetTitledFirstName] смотрит на Вас скептически, но уверены, вам предстоит увлекательное путешествие.;x
EVTOPTA_CM_2104;А что может пойти не так?;x
d_yatviags;Ятвяги;x
d_pechenegs;Печенеги;x
e_seljuk_turks;Сельджукская Империя;x
action_settle_tribe;Поселить племя;x
action_settle_tribe_desc;Пусть [GetTreasurerName] расселит Ваших соплеменников в нужной местности, повысив шансы на то, что её культура станет §Y[Culture.GetName]ой§!.;x
EVTNAME925;Pасселение племени;x
EVTDESC925;Мои усилия по расслению племени в [Root.Location.County.GetAdjective]их землях увенчались успехом!;x
EVTOPTA925;[Root.Liege.Culture.GetName]ие обычаи возобладают.;x
EVTDESC20205;[Root.GetTreasurerName] с радостью сообщает, что [From.Location.GetName] заселяется [Root.Culture.GetName]ими людьми. Местные, хотя и сопротивляются, но постепенно перенимают наш язык и обычаи!;x
EVTOPTA20205;На н[From.GetHersHis] всегда можно положиться.;x
EVTNAME20206;Pанен [Root.GetTreasurerName];x
EVTDESC20206;[Root.Location.County.GetAdjective]ие жители, возмущённые "понаехавшими" [Root.Liege.Culture.GetName]ими поселенцами, вломились в мой дом и чуть не убили меня! В пылу схватки они повредили мне плечо.;x
EVTOPTA20206;Не могу сказать, что виню их за это...;x
EVTDESC20207;[Root.GetTreasurerName], [From.GetTitledFirstName], сообщает, что на н[From.GetHersHis] напали и ранили [From.Location.County.GetAdjective]ие жители, которые отчаянно сопротивляются нашим поселенцам.;x
EVTOPTA20207;Подобного следовало ожидать...;x
action_build_legend;Создать легенду;x
#action_build_legend_desc;Пусть [GetTreasurerName] создаст легенду о Вас среди людей, повысив Ваш престиж и, возможно даже, призовёт храбрых воинов.;x
EVTNAME20208;Bоины собираются;x
EVTDESC20208;Мои усилия по созданию легенды увенчались успехом. Храбрые воины, жаждущие богатства и славы, собираются в [Root.Location.Capital.County.GetAdjective]их землях!;x #[Root.Liege.GetTitledFirstName]
EVTOPTA20208;Превосходно!;x #[Root.Liege.PrimaryTitle.GetRulerTitle]
EVTDESC20209;[Root.GetTreasurerName], [From.GetTitledFirstName], сообщает мне, что [From.GetAbsPossPronoun] усилия по прославлению моего имени и великих свершений увенчались успехом! Небольшое войско, готовое служить мне верой и правдой, собралось в [Root.Capital.Capital.County.GetAdjective]их землях. Нужно только найти им подходящего врага в течение года, иначе они станут... проблемой.;x
EVTOPTA20209;Прекрасно!;x
EVTDESC20217;Воины, которых ранее призвал мой [Root.GetTreasurerName], чтобы сражаться во славу моего имени, разочаровались во мне. Обвинив меня в трусости и слабости, с презрением и отвращением они разошлись по домам. Инцидент изрядно подпортил мою репутацию.;x
EVTOPTA20217;Дикари тупоголовые!;x
action_build_zeal;Cоздать культ;x
#action_build_zeal_desc;Пусть [GetLordSpiritualName] подстегнет религиозный фанатизм среди людей, повысив Ваше благочестие и, возможно даже, призовёт святых воинов.;x
EVTNAME20218;Cвятые воины;x
EVTDESC20218;Мне удалось подстегнуть религиозный пыл в [Root.Location.County.GetAdjective]их землях, где теперь фанатично настроенные воины собрались, чтобы сражаться с иноверцами. С нами [Root.Liege.Religion.GetRandomGodName]!;x
EVTOPTA20218;Превосходно!;x #[Root.Liege.PrimaryTitle.GetRulerTitle]
EVTDESC20219;[Root.GetTreasurerName], [From.GetTitledFirstName], сообщает мне, что [From.GetAbsPossPronoun] усилия по разжиганию религиозного фанатизма увенчались успехом! Небольшая армия изуверов, готовая служить мне верой и правдой, собралась в [Root.Capital.Capital.County.GetAdjective]их землях. Нужно только найти подходящего врага-иноверца, пока мои новые рекруты не разбежались.;x
EVTOPTA20219;С нами [Root.Religion.GetRandomGodName]!;x
EVTDESC20220;Святые воины, ранее призванные, чтобы сражаться с иноверцами, разочаровались во мне. Обвинив меня в бездуховности и нежелании сражаться за нашу веру, они с презрением разбрелись по домам. Инцидент серьёзно сказался на моём благочестии.;x
EVTOPTA20220;Ну и где же ваше смирение!?;x
action_organize_raid;Организовать набег;x
#action_organize_raid_desc;Пусть [GetMarshalName] соберет людей для набега за добычей и славой!;x
EVTNAME20221;Hабег;x
EVTDESC20221;Обещаниями несметных богатств мне удалось собрать могучее войско в [Root.Location.County.GetAdjective]их землях. Однако эти головорезы совсем не любят сидеть без дела...;x
EVTOPTA20221;Превосходно!;x #[Root.Liege.PrimaryTitle.GetRulerTitle]
EVTDESC20222;[Root.GetMarshalName], [From.GetTitledFirstName], сообщает мне, что [From.GetHerHim] удалось собрать большую банду разбойников, жаждущих богатств и приключений. Нельзя позволять им сидеть без дела, нужно поскорее использовать их!;x
EVTOPTA20222;Прекрасные новости!;x
EVTDESC20224;Разбойники, которых ранее собрал мой [Root.GetMarshalName], чтобы сражаться за меня, разочарованы. Обвинив меня в трусости и слабости, с презрением и отвращением они разошлись по домам, прихватив с собой всё ценное, что смогли унести!;x
EVTOPTA20224;Грязные воры!;x
CHRONICLE_PLAYER_INHERITANCE_NORMAL;Tеперь, когда [From.GetTitledName] [From.GetDeathReason] [GetDateText]г, [From.GetAbsPossPronoun] [GetFromReverseRelation], [Root.GetFirstName], наследует трон под пышную церемонию в городе [Root.Capital.Capital.GetName].;x #[From.PrimaryTitle.GetTier]
CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;Tеперь, когда [GetDateText]г [From.GetTitledName] [From.GetDeathReason], [From.GetAbsPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], исповедуя [Root.Religion.GetName], наследует трон.;x #[Root.Religion.GetGroupName]
CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE;Tеперь, когда [From.GetTitledName] [From.GetDeathReason] [GetDateText]г, [From.GetAbsPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], придерживаясь [Root.Culture.GetName]их обычаев, наследует трон как [Root.GetTitledFirstName].;x #[From.PrimaryTitle.GetTier]
CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE_AND_RELIGION;Tеперь, когда [From.GetTitledName] [From.GetDeathReason] [GetDateText]г, [From.GetAbsPossPronoun] [GetFromReverseRelation] [Root.GetFirstName] [Root.Culture.GetName]ой культуры, исповедуя [Root.Religion.GetName], наследует трон.;x #[From.PrimaryTitle.GetTier] [Root.Religion.GetGroupName]
jewish_group;Иудаизм;x #Israelite
zoroastrian_group;Маздаизм;x
indian_group;Дхармизм;x
embargo_cb_desc;Этот Casus Belli (повод для войны) позволяет Вам уничтожить все торговые фактории, которые представляет §Y$TARGET$§! в Вашей стране.;x
vice_royalty_desc;Императоры могут даровать вице-королевские и вице-герцогские титулы своим вассалам. Подобные титулы не наследуются, а возвращаются обратно императору, когда наместник умирает - удобный способ оставаться в рамках вассального лимита.;x
opinion_castrated_close_kin;Оскопил близкого родственника;x
opinion_blinded_close_kin;Ослепил близкого родственника;x
TITLE_USURPTION_TEMPORARY_TITLE;Обладатели временных титулов, также как и их вассалы не могут узурпировать титулы;x
#EVTDESC107000;Behold! The world as we know it in the year of our Saviour, 1066. As you can tell, it is divided into distinct regions - Counties - each controlled by some lord or another. Crusader Kings II is a game about these lords, their families, relations, intrigue... and power. Be a conqueror or a peaceful family father, as you will, but know that most other characters will lust after more land, more Counties.\n\nCrusader Kings II is a real-time game. Close this window and unpause the game using the speed widget...;Oyez ! Oyez ! Voici le monde tel qu'il est en l'an de grвce 1066. Comme vous le voyez, il est divisй en rйgions distinctes, les comtйs. Chaque comtй est contrфlй par un seigneur. Crusader Kings II est un jeu qui met en avant ces seigneurs, leurs familles, les relations, les intrigues... Et le pouvoir. Conquйrant ou paisible chef de famille, vous faites votre choix, mais sachez que la plupart des personnages auront soif de territoires...\n\nCrusader Kings II est un jeu en temps rйel. Fermez cette fenкtre et quittez la pause en utilisant les options de vitesse.;Seht! Die Welt im Jahre des Herren, 1066. Wie Ihr seht, ist sie in verschiedene Grafschaften aufgeteilt, die von verschiedenen Fьrsten beherrscht werden. Im Mittelpunkt von Crusader Kings II stehen diese Fьrsten, ihre Familien, Beziehungen, Intrigen und ihre Macht. Ihr kцnnt ein Eroberer sein oder ein friedlicher Familienvater, ganz wie Ihr wollt. Doch Ihr solltet wissen, dass die meisten anderen Personen nach mehr Land und nach weiteren Grafschaften trachten.\n\nCrusader Kings II ist ein Echtzeitspiel. SchlieЯt nun dieses Fenster und setzt das Spiel fort ьber die Geschwindigkeitskontrolle.;;ЎMirad! El mundo tal y como lo conocнamos en el aсo de nuestro Salvador, en el 1066. Como podйis ver, estб dividido en varias regiones -Condados- cada una controlada por un noble u otro. Crusader Kings II es un juego sobre estos nobles, sus familias, relaciones, intriga... y poder. Sй un conquistador o un pacнfico padre de familia, como tъ quieras, pero ten en cuenta que la mayorнa de los demбs personajes ambicionarбn mбs tierras, mбs condados.\n\nCrusader King II es un juego en tiempo real. Cierra esta ventana y reanuda el juego con la herramienta velocidad...;;;;;;;;;x
EVTDESC107001;Вы будете играть правителями одной династии, передающими власть следующим своим преемникам на протяжении веков. В этом обучающем сценарии Вам не грозят внешние и внутренние враги до тех пор, пока правителю не исполнится 40 лет. Когда это произойдет, [Root.GetFirstName] умрёт (хотя обычно люди умирают от старости, болезни или насилия) и сценарий закончится. Затем Вы сможете продолжить играть [Root.GetAbsPossPronoun] наследником. Не стесняйтесь изучать игру, пользуясь элементами интерфейса по своему желанию, но учтите, что игнорирование инструкций обучающего сценария может лишить Вас подсказок и помощи.;x
#EVTDESC107009;When you have found a good character to marry, click on their portrait and the Diplomacy Icon to open the Diplomatic View (if you do this through the Arrange Marriage function you need only click the portrait). Here you may ask the Liege of your intended wife about the possibility of arranging a marriage. The Diplomatic View is the main way to interact with other characters. Go ahead and arrange the marriage!;Lorsque vous trouvez la bonne personne а йpouser, cliquez sur son portrait et sur l'icфne de diplomatie pour ouvrir la fenкtre diplomatique (si vous utilisez la fonction Organiser un mariage, vous devrez seulement cliquer sur son portrait). Vous pouvez ici demander au seigneur de votre future femme s'il accepte le mariage. La vue diplomatique vous permet d'interagir avec d'autres personnages. Allez-y, mariez-vous !;Wenn Ihr eine passende Person zum Heiraten gefunden habt, klickt auf das Portrдt und das Diplomatiesymbol, um die Diplomatieansicht zu цffnen (wenn ihr Euch in der Funktion 'Heirat arrangieren' befindet, genьgt ein einfacher Klick auf das Portrдt). Ihr kцnnt nun den Lehnsherrn der Person um Erlaubnis bitten. Die Diplomatieansicht ist das wichtigste Instrument zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando encuentres un buen personaje para casarte, haz clic sobre su retrato y el Icono Diplomacia para abrir la Vista Diplomбtica (si lo haces a travйs de la funciуn Concertar Matrimonio, solo tendrбs que hacer clic sobre el retrato). Entonces tendrбs que pedir la mano de tu pretendida esposa al Seсor feudal para poder arreglar el matrimonio. La Vista Diplomбtica es la principal via de interaccionar con otros personajes. ЎAdelante y arregla tu matrimonio!;;;;;;;;;x
EVTDESC107303;Похоже, у Вас недостаточно кораблей для транспортировки армии. Иногда во время войны, ополчения, личного и Ваших вассалов, оказывается недостаточно. В таких случаях мудро использовать наёмников. Это можно сделать через вкладку "Наёмники" в военном меню. Вновь нанятые войска прибудут в столичный округ. Их призыв, как и содержание обходятся дорого. Взгляните на состав войск прежде чем нанимать их. Некоторые сухопутные, другие же - только флот. Наймите немного кораблей. Они прибудут в прибрежную морскую зону к западу от Вашей страны.;x
EVTDESC107325;Вы превысили лимит личных владений, что значит - у Вас больше земель, чем считается позволительным правителю иметь в личном пользовании. Ваши вассалы будут крайне недовольны этим, посему необходимо срочно что-то предпринять. В долгосрочной перспективе, Вы сможете увеличить лимит, повышая навыки управления (свои и Вашей жены), но сейчас Вам придётся раздать часть своих титулов вассалам. Вы можете это сделать, кликнув на портрете того, кому хотите отдать титул и открыв дипломатическое меню. Поищите подходящего кандидата во вкладке "Двор".;x
CHRONICLE_JOINED_ALLY_IN_WAR;Oтныне [Prev.GetTitledName] вступает в войну, которую ведет [From.GetTitledName], как союзник.;x
CHRONICLE_JOINED_ALLY_IN_WAR_2;Oтныне [From.GetTitledName] вступает в войну, которую ведет [Prev.GetTitledName], как союзник;x
CHRONICLE_CRUSADE_LOST_NO_HEAD;[From.Religion.GetCrusadeName] закончен, ибо [From.Religion.GetName] больше никто не возглавляет.;x
ASK_FOR_DIVORCE_INTERACTION_1;§Y[Actor.Spouse.GetFirstName]§W, в случае развода, обойдётся Вам в §R$COST$§W очков престижа.;x
DIVORCE_INTERACTION_1;Развод обойдётся Вам в §R$COST$§W очков престижа.;x
ERA_CHAR_INFO_3096;Родившись в Каире, Аль-Мустансир стал Халифом в 6 лет. До совершеннолетия, его мать Ма'д Абу Тамим выступила в качестве регента и обеспечила безопасность своего сына. Когда он стал взрослым, его страной уже правили сильные визири, страну охватил хаос: голод ослабил халифат, и мощные группы турецких наёмников боролись за власть в Египте. Аль-Мустансир никогда не брал бразды правления в свои руки полностью, но вошёл в историю как халиф с наибольшим сроком правления.;x
ERA_CHAR_INFO_3040;Алп Арслан, правнук Сельджука, родился под именем Мухаммад бин Дауд Чагры, но его сила, личные боевые навыки и мужество были вскоре принесли ему почётное имя, которое означает "героический лев". Ранее он стал преемником своего отца на посту губернатора Хорасана, и после кризиса 1064г он принял титул султана силой оружия и стал правителем огромной империи Сельджуков. Затем он объявил войну Византийской империи, победив в знаменитой битве при Манзикерте, взял в плен императора. Эта победа стала первым шагом на пути турецкого господства в Анатолии и одним из главных событий, вызвавших крестовые походы. Умер он в возрасте 42 лет, верный своему имени, отказавшись от помощи охраны в борьбе с мятежным заключенным, который пошел на него с кинжалом.;x
#ERA_CHAR_INFO_74441;Somesvara I of Chalukyas;Somesvara Ier des Chalukyas;Somesvara I. von den Chalukya;;Somesvara I de Chalukyas;;;;;;;;;x
ERA_CHAR_INFO_457620;Как король Кастилии и Леона, Фердинанд был одним из самых важных фигур в истории Реконкисты, изгнавшей мусульман из Иберии. Кастилия при Фердинанде расширилась далеко, до южной Испании. Он использовал сочетание силы и дипломатии, стремясь захватить андалузские города, такие как Кардоба и Севилья. Спустя четыреста лет после его смерти, Фердинанд был канонизирован Папой Климентом X и стал известен как Фердинанд Святой в анналах истории.;x
ERA_CHAR_INFO_167219;Ганзейская Лига была союзом вольных немецких городов со столицей в Любеке, которые доминировали в Балтийской торговой зоне в эпоху позднего Средневековья после вытеснения Висбю в качестве ведущей торговой силы в регионе. Офисы, так называемые "конторы", были открыты в основных портах и торговых центрах во всем мире, от Лондона на западе до Новгорода на востоке. В конце концов Лига стала достаточно мощной, чтобы бросить вызов крупным державам напрямую. Например, они разграбили датскую столицу Копенгаген во второй половине XIV века.;x
ERA_CHAR_INFO_212513;Cовременники называли его "stupor mundi" - "чудо света". Фридрих II был одним из самых мощных и влиятельных императоров Священной Римской империи в Средние века. Его правление было ознаменовано частыми войнами против папства, и Фридрих был отлучён от церкви четыре раза. Папа Григорий IX даже назвал его Антихристом. Ему удалось помочь вернуть Иерусалим под контроль христианства в ходе шестого крестового похода, несмотря на малое участие в боевых действиях. После смерти от дизентерии в 1250г в возрасте 55 лет, его династия вскоре прерывается, что приводит к концу рода Гогенштауфенов.;x
ERA_CHAR_INFO_74656;Сингана II был могущественным индийским правителем, который значительно расширил свои владения на север, юг и восток. Как великий покровитель науки и искусства он создал школу астрономии и основал город Синганапур.;x
ERA_CHAR_INFO_454500;Эдуард III был во многих отношениях королём-воином, коронованным после катастрофического правления своего отца, закончившегося в 1327г. При Эдуарде Англия превратилась в одну из самых серьёзных военных держав Европы. Именно с его претензии на французский престол начался конфликт, который стал известен как Столетняя война. Во время своего долгого правления, продолжавшегося полвека, Эдвард сосредоточился в основном на военных вопросах. Он лично наблюдал за решающей битвой при Креси, где английская армия, состоящая в основном из лучников, победила намного превосходящие французские войска.;x
ERA_CHAR_INFO_455500;Филипп Везучий был первым французским королем из династии Валуа, под его правлением Франция начало участие в Столетней войне. Несмотря на прозвище Филиппа, война не удалась, и французская армия была практически уничтожена англичанами в битве при Креси. В конце его правления Черная Смерть впервые прокатилась по Франции. Треть подданых в его королевстве поддались этой чуме - в том числе супруга Филиппа, королева Жанна.;x
ERA_CHAR_INFO_476500;Сын Османа I, основателя Османской династии, Орхан стал преемником своего отца после его смерти. Он предложил своему брату Алладину править вместе с ним, но тот отказался, а вместо этого служил весьма влиятельным визирем Орхана до самой его смерти в 1332г. При Орхане турки значительно расширились в северо-западной Анатолии за счёт византийских гражданских войн.;x
ERA_CHAR_INFO_480000;Мохаммед Узбек был самым длинноправящим ханом Золотой Орды, и именно при нём осколок монгольского государства достиг вершины своего могущества. Узбек принял ислам в раннем возрасте, и при вступлении на престол ввёл его в качестве государственной религии. Несмотря на это, он был известен толерантностью к христианам, за что Папа Иоанн XXII лично поблагодарил его в письме.;x
ERA_CHAR_INFO_170258;Мухаммад II был главой династии Туглаков, которые создали огромную мусульманскую империю. При нём империя расширилась и контролировала большую часть Индии, но это продилось недолго. Мухаммад имел заслуженную репутацию жестокого и беспощадного правителя. Налоги в своей империи он поднял до непомерных уровней. Он должен был бороться с многочисленными восстаниями, и к моменту смерти, его государство уже начало свой распад.;x
ERA_SELECTION_TEXT;Каждая эра предложит Вам свои задачи и вызовы. Вот некоторые из основных моментов в каждой из них:\n- Раннее Средневековье: империя Каролингов, пикты, первые набеги викингов, создание Священной Римской Империи, византийское иконоборчество.\n- Эпоха викингов: государства викингов, хазарские иудеи, каролингские наследные королевства, Омейяды и Раштракуты.\n- Высокое средневековье: Вильгельм Завоеватель, турки Сельджуки, Киевская Русь, расколовшиеся государства Испании и Раджастана. Сильная Византия.\n- Эра монголов: Золотая Орда, Хулагуиды, исламские гуламы в Индии.\n- Позднее Средневековье: Столетняя война, Оттоманы, Литовское княжество, монгольские ханства, Туглакиды, христианская Испания.;x
convert_to_parent_religion;Отвергнуть ересь;x
raise_tribal_units;Призвать племенную армию;x
raise_tribal_units_desc;Я могу призвать армию истинных и непоколебимых [Root.Culture.GetName]их воинов. Несомненно, они придут, поскольку мой престиж и влияние на этих землях велики, но как только наступит мир, вернутся к своим семьям. Сражаясь за честь, они, тем не менее, нуждаются в провизии.;x
EXPENSE_EVENT_LEVIES;Содержание прочих армий;x
EXPENSE_EVENT_FLEETS;Содержание прочего флота;x
HIRED_COSTS;Содержание наёмников: §Y$MERC$§!\nСодержание прочих войск: §Y$EVENT$§!;x
SPAWN_UNIT_EFFECT_MAINTENANCE;(Содержание в месяц: §R$COST$§!);x
SPAWN_UNIT_EFFECT;§Y$NUM_TROOPS$§! солдат прибыло в округ §Y$WHERE$§!.;x
SPAWN_UNIT_EFFECT_SHIPS;§Y$NUM_SHIPS$§! кораблей прибыло в §Y$WHERE$§!.;x
nick_the_hunchback;Горбатый;x
EVTDESC_CM_1040;Ваш сын Пипин - незаконнорожденный, но, возможно, он вырастет мужчиной, достойным править франками? Его тело скрючено, и выглядит он слабым, но мальчик, который сможет преодолеть столь суровые испытания судьбы, возможно, со временем станет действительно сильным правителем?;x
EVTOPTA_CM_1040;Я узаконю его!;x
EVTOPTB_CM_1040;Пожалуй нет.;x
EVTOPTB_CM_1100;Оставим их пока в покое.;x
EVTTITLE_CM_1003;Cмерть [From.GetFirstName]а;x
tribal_barony_of;Земля;x #Племенные земли of Можайск
EVTTITLE_CM_1010;Ломбардская принцесса;x
EVTDESC_CM_1010;[Root.PrimaryTitle.GetFOA], сила наших врагов неуклонно растёт, и пока лояльность Ваших вассалов не подлежит сомнению, было бы благоразумнее попытаться заключить союзы за пределами нашей страны. Если Вы женитесь на дочери ломбардского короля, Вы обретёте могущественного союзника на случай, если ситуация выйдет из под контроля в результате коварных махинаций Вашего брата.;x
EVTOPTA_CM_1010;Да, это был бы хороший брак.;x
EVTOPTB_CM_1010;Никаких лангобардов в моей постели!;x
EVTTITLE_CM_1011;Ломбардская королева;x
EVTDESC_CM_1011;[Root.PrimaryTitle.GetFOA], лорды крайне возмущены. Несмотря на то, что Ваш брак полезен для нас в плане политики, им довольно трудно принять, что [Root.Spouse.GetFirstName], принцесса на которой Вы женились, происходит из наших старых врагов ломбардов. Вы можете потерять их поддержку. Но, возможно, ещё не поздно исправить ситуацию...;x
EVTOPTA_CM_1011;Так и знал, что это плохая идея, я откажусь от неё.;x
EVTOPTB_CM_1011;Теперь она - королева. Им придётся смириться с этим.;x
