#CODE;RUSSIAN;x
#MODIFIER_COMBAT_RATING;Combat Rating;Classement de combat;Kampfkraft;;Clasificaciуn de combate;;;;;;;;;x
EVTDESC6031_ALL;Когда [Root.Religion.GetPriestTitle] медленно вынул меня из святого источника, вода начала кипеть и пениться, краска стала смываться с рун, начертанных на моём теле. И теперь в полном изумлении я начинаю осознавать, что невнятные голоса в моей голове наконец-то замолчали.;x
EVTDESC38309;Туман восприятия рассеился и вдруг ко мне пришло осознание о собственном сумасшествии!;x
EVTDESC38310;Моя простая и неизменная картина мира теперь пошатнулась - прежняя набожность сменилась открытостью новым идеям.;x
EVTDESC38311;Моя откроенная прямота больше не создаст мне проблем - я теряю свою честность.;x
EVTDESC38312;Я всё больше и больше горжусь своими свершениями, своей великой семьёй. Похоже, что скромность - это уже не про меня.;x
EVTOPTC64130;Жизнь прекрасна!;x
EVTDESC_WOL_40;Утром меня разбудил мучительный зуд - похоже, [Root.Religion.GetRandomGodName] наказывает меня за грехи плоти.;x
EVTDESC_WOL_40_NC;Утром меня разбудил мучительный зуд... Похоже, любовный недуг...;x
EVTDESC_WOL_500;Мой духовник [target_priest.GetTitledName] будит во мне животную страсть! Я могу обольстить [target_priest.GetHersHis] и показать, что в этом мире есть не только [target_priest.Religion.GetRandomGodName].;x
EVTOPTA_WOL_500;Да познает [target_priest.GetSheHe] вкус [Root.GetMaleFemale]ой плоти!;x
EVTOPTB_WOL_500;Дразнить [target_priest.GetHersHis] куда приятнее, пусть вожделеет.;x
EVTDESC_WOL_520;Недавно мне довелось забавляться соблазнением прекрасного молодого стражника. Теперь бегает за мной, как щенок... огромный мускулистый щенок!;x
EVTOPTA_WOL_520;Кажется, у меня появился оруженосец и... любовник.;x
EVTOPTB_WOL_520;Мой верный телохранитель!;x
EVTOPTC_WOL_520;Было весело.;x
EVTDESC_WOL_530;Вы только посмотрите... Новая служанка - какие большие... глаза. Умело уклоняется от посторонних взглядов, но так краснеет глядя мне в глаза - она явно меня хочет. Эта девочка может быть полезна...;x
EVTOPTA_WOL_530;Ей самое место при дворе. В моей постели.;x
EVTOPTB_WOL_530;Моя личная шпионка!;x
EVTOPTC_WOL_530;Простая девка? Я могу лучше!;x
##;;Prendre avantage;Die Gelegenheit ausnutzen;;Aprovechamiento;;;;;;;;x;
##;;J'ai pris pour habitude de visiter les condamnйs des donjons, et je me suis rendu compte que l'un(e) d'entre eux, [target_prisoner.GetTitledFirstNameNoRegnal], a l'air franchement ravissant ! [target_prisoner.GetSubjectPronounCap] a sans le moindre doute ses vues sur ma personne, des suites de son extrкme solitude et abstinence. Devrais-je prendre avantage de la situation ?;Ich habe es mir zur Gewohnheit gemacht, die Verurteilten im Kerker zu besuchen und festgestellt, dass Hдftling [target_prisoner.GetTitledFirstNameNoRegnal] дuЯerst gutaussehend ist! Es ist offensichtlich, dass [target_prisoner.GetSubjectPronoun] mich begehrt, da [target_prisoner.GetSubjectPronoun] einsam ist und sich nach Zuwendung sehnt. Soll ich die Gelegenheit ausnutzen?;;ЎHe llevado a visitar los condenados en las mazmorras, y he dado cuenta de que mi prisionero [target_prisoner.GetTitledFirstNameNoRegnal] es realmente atractivo! En soledad y pasando privaciones, [target_prisoner.GetSubjectPronounCap] obviamente me desea. їDebo tomar ventaja?;;;;;;;;x;
##;;Prendre avantage ? Je suis [Root.GetMasterMistress] ici !;Die Gelegenheit ausnutzen? Als [Root.GetMasterMistress] nehme ich mir, was ich will!;;їAprovecharme? ЎAquн mando yo!;;;;;;;;x;
##;;[target_prisoner.GetTitledFirstNameNoRegnal] reзoit une proposition... pour un peu de soulagement !;[target_prisoner.GetTitledFirstNameNoRegnal] wird Erleichterung angeboten... allerdings keine Hafterleichterung!;;Ofrecer escape a [target_prisoner.GetTitledFirstNameNoRegnal]. .. Ўaunque no de la prisiуn!;;;;;;;;x;
##;;Ceci est bien au-dessus de moi.;Das ist meiner unwьrdig.;;Es indigno de mн.;;;;;;;;x;
##;;Mon geфlier, [From.GetTitledFirstName] a pris pour habitude de me visiter dans ma cellule de prison pour me tenter et me sйduire sans cesse. Je le jure, [From.GetSubjectPronoun] porte moins de vкtements а chaque visite !;Mein Kerkermeister [From.GetTitledFirstName] besucht mich oft in meiner Zelle und treibt mich mit grausamen Neckereien und Avancen zum Wahnsinn – ich kцnnte schwцren, dass [From.GetSubjectPronoun] jedes Mal weniger Kleidung trдgt!;;Mi carcelero [From.GetTitledFirstName] ha estado visitando mi celda a menudo, volviйndome loco con sus crueles burlas y coqueteos. ЎJuro que cada vez lleva menos ropa!;;;;;;;;x;
##;;Cйder а ses avances. J'ai besoin de soulagement !;Ich gebe den Avancen nach. Ich muss mir Erleichterung verschaffen!;;Ceder ante sus avances. ЎDebo tener alivio!;;;;;;;;x;
##;;Jamais ! Ma haine surpasse de loin mon dйsir !;Niemals! Hass ist stдrker als Lust!;;ЎNunca! ЎEl odio es mбs fuerte que el deseo!;;;;;;;;x;
##;;Mettre fin а mon confinement pour une seule nuit d'extase avec [From.GetTitledFirstNameNoRegnal];Ich streife die Fesseln ab fьr eine einzige Nacht der Ekstase mit [From.GetTitledFirstNameNoRegnal];;Abandono mi reclusiуn durante una sola noche de felicidad con [From.GetTitledFirstNameNoRegnal]. ;;;;;;;;x;
##;;J'ai enfilй ma tenue de cuir rouge, et j'ai fait en sorte que [From.GetTitledFirstNameNoRegnal] soit sorti(e) de sa cellule et amenй(e) dans mes quartiers pour une nuit d'extase et de cabrioles !;Ich legte meine rote Lederbekleidung an und lieЯ [From.GetTitledFirstNameNoRegnal] aus der Zelle in Ketten zu mir bringen fьr eine Nacht voller SpaЯ und Spiel!;;ЎVestн mi traje de cuero rojo e hice que trajeran a [From.GetTitledFirstNameNoRegnal], con grilletes, desde su celda para una noche de diversiуn y juegos!;;;;;;;;x;
##;;Dominez les ennemis !;Beherrsche deine Feinde!;;ЎDomina a los enemigos!;;;;;;;;x;
EVTDESC_WOL_560;Я вижу её мимолётное мелькание, скрывающееся от моих глаз. Голая, рыжая, хихикающая - нимфа, живущая в саду. Она дразнит меня, но никогда не показывается полностью. Как же я могу завоевать её сердце?;x
EVTOPTA_WOL_560;Чудесный розовый куст. Должно быть, это его дух!;x
EVTOPTB_WOL_560;Стоп... что я тут делаю в такой час в одних трусах?!;x
EVTTOOLTIP_WoL_561;Вы входите в розовый куст, следуя своей любви.;x
EVTDESC_WOL_561;Много часов спустя, я шатаясь выбираюсь из розового куста. Меня переполняют смутные плотские воспоминания. Повсюду шипы и кровь. О, сладострастная дриада! Ночь с тобой имеет свою цену...;x
EVTOPTA_WOL_561;Увижу ли я её снова?;x
EVTDESC_WOL_562;Сегодня слуги нашли новорождённого в корзинке возле волшебного куста моей возлюбленной дриады!;x
EVTOPTA_WOL_562;Сим заявляю, [target_baby.GetFirstName] - м[target_baby.GetLordLady] [target_baby.GetSonDaughter]!;x
EVTOPTB_WOL_562;Обеспечьте этому ребёнку достойный уход.;x
EVTDESC_WOL_570;Он манит меня к себе - вот это мускулы, никогда не доводилось встретить столь мужественнего... кентавра!;x
EVTOPTA_WOL_570;О, этот возбуждающий запах!;x
EVTOPTB_WOL_570;Стоп... кентавр? В наших коняшнях?!;x
EVTTOOLTIP_WoL_571;Вы поддаётесь своим желаниям.;x
EVTDESC_WOL_571;Какое блаженство! Меня переполняют смутные образы потрясающе прекрасного кентавра и нашей страстной ночи.;x
EVTOPTA_WOL_571;Увижу ли я его снова?;x
EVTDESC_WOL_580;Страдания моего плена прерываются только, когда я применяю свою чары на тюремщике. Могу уверенно сказать, этот уродливый болван хочет меня... Возможно, стоит воспользоваться его слабостью, чтобы сбежать.;x
EVTOPTA_WOL_580;Эй, красавчик, подойди-ка сюда!;x
EVTOPTB_WOL_580;Слишком рискованно.;x
EVTDESC_WOL_581;Открыв камеру, вожделеющий тюремщик подошёл ко мне. Когда он начал ласкать меня, я предложила заняться этим в более приятном месте. Он лишь заржал, как конь и шлёпнув меня по заднице, ушёл прочь.;x
EVTOPTA_WOL_581;Его [Root.Host.GetMasterMistress] [Root.Host.GetTitledFirstNameNoRegnal] об этом узнает.;x
EVTDESC_WOL_582;Моя заключённая [From.GetTitledName] пыталась использовать свои женские чары на тюремщике, чтобы сбежать. К счастью, он не поддался её уловкам.;x
EVTOPTA_WOL_582;Смело! Она явно заслужила лучшей участи.;x
EVTOPTB_WOL_582;Верный тюремщик достоин награды.;x
EVTOPTC_WOL_582;[GetRootFromInsult]! Бросьте её в подземелье.;x
EVTDESC_WOL_583;[From.GetTitledFirstNameNoRegnal] под впечатлением от моей попытки соблазнить тюремщика, и теперь [From.GetSubjectPronoun] лично провожает меня из темницы в удобную комнату. Оттуда будет намного проще сбежать...;x
EVTOPTA_WOL_583;Благодарю Вас, [From.PrimaryTitle.GetFOA]!;x
EVTDESC_WOL_584;[From.GetTitledFirstNameNoRegnal] узнав о моих попытках соблазнения тюремщика, отдаёт приказ бросить меня в подземелье!;x
EVTOPTA_WOL_584;[GetRootFromInsult]! Я сдохну в этой дыре...;x
EVTDESC_WOL_585;Открыв камеру, вожделеющий тюремщик подошёл ко мне. Когда он начал ласкать меня, я предложила заняться этим в более приятном месте. Он охотно провёл меня мимо других стражников в свою комнату, где я должна была сделать то, чем не горжусь... Стукнув его по голове кувшином, я взяла ключи, одежду и сбежала!;x
EVTOPTA_WOL_585;Свобода!;x
EVTDESC_WOL_586;Моего тюремщика соблазнила пленница, хитрая [From.GetTitledName]. Он взял её в свою комнату, где она шарахнула его по голове кувшином вина и сбежала!;x
EVTOPTA_WOL_586;Бросьте идиота в подземелье!;x
EVTDESC_WOL_590;Моя наложница [target_consort.GetTitledFirstNameNoRegnal], меня явно недолюбливает. Любовь, конечно, в этом деле - лишнее, но хотелось бы увидеть хоть немного радости на её лице.;x
EVTOPTA_WOL_590;Решено, я должен её очаровать!;x
EVTTOOLTIP_WoL_591;Соблазнение наложницы по имени [This.GetFirstName] начинается;x
EVTDESC_WOL_592;Сегодня м[From.GetLordLady] [GetFromRelation] [From.GetFirstName] засмеялась, когда я рассказал глупую шутку про белок. Думаю, она уже не столь холодна, как прежде...;x
EVTDESC_WOL_592_B;Пожалуй уже можно сказать, что м[From.GetLordLady] [GetFromRelation] [From.GetFirstName] влюблена в меня. Сегодня, она прижалась ко мне, когда мы наблюдали закат с крыши башни.;x
EVTOPTA_WOL_592;Что ж, это радует!;x
EVTDESC_WOL_593;Благодаря предпринятым усилиям, моя милая [GetFromRelation] [From.GetFirstName] теперь стала моей любовницей. Как же хорошо избавиться от неловкости в отношениях с ней.;x
EVTOPTA_WOL_593;Наконец-то!;x
EVTDESC_WOL_594;Сегодня [From.GetFirstName], моя [GetFromRelation], призналась, что простила меня за своё похищение - ей нравится её новая [Root.Capital.Capital.County.GetAdjective]ая жизнь... и я.;x
EVTOPTA_WOL_594;Какое облегчение. Я рад!;x
EVTDESC_WOL_595;Моя [GetFromRelation] [From.GetFirstName] по-прежнему холодна ко мне. Да, она смеется на моими шутками, но только для вида. А сегодня она сказала мне прямо, что ненавидит меня.;x
EVTOPTA_WOL_595;Я просто так не отступлю!;x
EVTOPTB_WOL_595;Ну нет так нет. Что ж поделать...;x
EVTDESC_WOL_1150;Много любовников - это прекрасно. Столько удовольствий, приключений... но так мало времени! Иногда мне кажется, я помру от перенапряжения. Может с кем-нибудь из них расстаться?;x
EVTOPTA_WOL_1150;Нет, я справлюсь!;x
EVTOPTB_WOL_1150;[first_lover.GetTitledFirstNameNoRegnal];x
EVTOPTC_WOL_1150;[second_lover.GetTitledFirstNameNoRegnal];x
EVTOPTD_WOL_1150;[third_lover.GetTitledFirstNameNoRegnal];x
EVTDESC_WOL_1160;Моя любовь, [my_lover.GetTitledFirstNameNoRegnal], страдает в своём несчастном браке. [my_lover.Spouse.GetTitledFirstName] постоянно изводит [my_lover.GetHersHis]. Хорошо бы выбраться за город, где сможем побыть только вдвоём (ну и верные слуги, разумеется).;x
EVTOPTA_WOL_1160;Я так скучаю по [my_lover.GetAbsPossPronoun] объятьям!;x
EVTOPTB_WOL_1160;[my_lover.Spouse.GetFirstName] может узнать. Это опасно.;x
EVTTOOLTIP_WoL_1161;Предложение сделано. [This.GetTitledFirstNameNoRegnal] подумает над ним...;x
EVTDESC_WOL_1161;Рваные подушки, сломанная мебель, разбитые вазы... [Root.Spouse.GetFirstName] - не [Root.Spouse.GetHusbandWife], а сущее наказание. Этот ад был бы беспросветным, если бы не [From.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] предлагает нам выбраться вдвоём за город на пару романтических и страстных дней, подальше от семейной жизни.;x
EVTOPTA_WOL_1161;Блестящая идея!;x
EVTOPTB_WOL_1161;А давай прямо здесь, у н[Root.Spouse.GetHersHis] под носом!;x
EVTOPTC_WOL_1161;Я очень хочу, но... это рискованно.;x
EVTOPTD_WOL_1161;Мы не можем! Смотрящий... он повсюду. Он всё видит!;x
EVTTOOLTIP_WoL_1162;Мы рискуем, что [Root.Spouse.GetFirstName] разоблачит нас;x
EVTTOOLTIP_WoL_1163;Почти нет риска, что [Root.Spouse.GetFirstName] разоблачит нас;x
EVTDESC_WOL_1162;[From.GetFirstName] предлагает остаться здесь, [From.GetHersHis] [From.Spouse.GetHusbandWife] заслуживает того, чтобы чтобы сделали это у н[From.Spouse.GetHersHis] под носом, а ещё лучше - прямо в [From.Spouse.GetHersHis] постели!;x
EVTOPTA_WOL_1162;Мы - грязные развратники...;x
EVTDESC_WOL_1163;Я и м[From.GetLordLady] [From.GetFirstName] провели вместе несколько дней, полных романтики и страсти, в загородной усадьбе, вдали от любопытных... супружеских глаз.;x
EVTOPTA_WOL_1163;Это было прекрасно!;x
EVTDESC_WOL_1164;[From.GetFirstName] считает, что нам нельзя так рисковать и отказывается от моего предложения провести вместе время за городом.;x
EVTOPTA_WOL_1164;Как можно упускать такую возможность!;x
EVTDESC_WOL_1164_MAD;[From.GetFirstName] отказывается от моего предложения провести вместе время за городом. Бубнит о каком-то Смотрящем с "ужасными глазами", который видит всё...;x
EVTOPTA_WOL_1164_MAD;Бедняжка. Боюсь, [From.GetSubjectPronoun] уже совсем того...;x
EVTOPTA_WOL_1164_MAD_MAD;Смотрящий?! О нет! Надо спрятаться...;x
EVTDESC_WOL_2002;Жизнь в тени опасна и непредсказуема - шпионов могут поймать, заговоры могут обернуться против вас, а какая-нибудь мстительная жертва внезапно приставить кинжал к вашему горлу. Я не горжусь тем, что делаю, но всё это для общего блага.;x
EVTDESC_WOL_2003;Даже самое мощное войско может быть повержено действиями одного человека, отрежьте голову и тело падёт. Я, [Root.GetFirstName] - [Root.GetMasterMistress] Тени.;x
EVTOPTA_WOL_2003;Я буду дёргать за ниточки из-за сцены...;x
EVTOPTB_WOL_2003;Я поселю ужас в сердца моих врагов!;x
EVTOPTC_WOL_2003;Однако, я не позволю тени поглотить меня.;x
EVTDESC_WOL_2050;При помощи своих людей, я буду внимательно следить за тем, что делает [From.GetTitledName]... очень внимательно.;x
EVTOPTA_WOL_2050;Что же [From.GetSubjectPronoun] скрывает?;x
EVTDESC_WOL_2061;[FromFromFrom.GetTitledFirstName] больше не нуждается в моём пристальном внимании - нет смысла следить за мертвецом.;x
EVTOPTA_WOL_2061;Что ж, займёмся чем-нибудь ещё.;x
EVTDESC_WOL_2062;[FromFromFrom.GetTitledFirstName] теперь в тюрьме, нет смысла продолжать слежку.;x
EVTDESC_WOL_2063;[FromFromFrom.GetTitledFirstName], цель моего шпионажа, теперь в коме. Нет смысла продолжать слежку.;x
EVTDESC_WOL_2064;[FromFromFrom.GetTitledFirstName] теперь за пределами страны, так что больше нет возможности продолжать слежку.;x
EVTDESC_WOL_2071;Слежка позволила мне узнать, что [target_spy_on.GetTitledName] участвует в заговоре с целью [From.GetPlot]!;x
EVTOPTA_WOL_2071;Знание - сила!;x
EVTDESC_WOL_2080;Мои люди услышали, как [FromFromFrom.GetTitledName] распространяет шокирующую ложь о своём законном сюзерене! Как мне использовать эти сведения?;x
EVTDESC_WOL_2080_BASTARD;Мне удалось раскопать подлинные любовные письма, доказывающие, что [FromFromFrom.GetTitledName] - бастард! [FromFromFrom.Mother.GetTitledFirstName], [FromFromFrom.GetAbsPossPronoun] мать, крутила бурный роман на стороне, настоящий отец - [FromFromFrom.RealFather.GetTitledName]. Как же мне использовать эти ценные сведения?;x
EVTDESC_WOL_2080_DEVIANT;Мне открылась причудливая и отвратительная истина - [FromFromFrom.GetTitledName] ведёт довольно странную жизнь, [FromFromFrom.GetHersHis] склонности и предпочтения далеки от норм приличий. Как же использовать эти сведения?;x
EVTDESC_WOL_2080_HERETIC;Благодаря моим верным шпионам, мне удалось узнать, что [FromFromFrom.GetTitledName] пытается распространять свою мерзкую ересь. Как мне лучше применить полученные сведения?;x
EVTDESC_WOL_2080_INFIDEL;Доверенные информаторы сообщают, что [FromFromFrom.GetTitledName] проповедует ложную религию среди [FromFromFrom.Capital.County.GetAdjective]ого населения. Как мне использовать эти сведения?;x
EVTDESC_WOL_2080_TRAITOR;Из сомнительных источников мне удалось узнать, что [FromFromFrom.GetTitledName] замышляет заговор против своего сюзерена. Как мне использовать эти шокирующие сведения?;x
EVTOPTA_WOL_2080;Скажу [target_spy_on.GetAbsPossPronoun] сюзерену об этом.;x #[target_spy_on.Liege.GetTitledName]
EVTOPTB_WOL_2080;Публичное разоблачение даёт мне повод арестовать [target_spy_on.GetAbsPossPronoun]!;x
EVTOPTB_WOL_2080_HARSH;Публично разоблачив, можно арестовать [target_spy_on.GetAbsPossPronoun] и отнять титул!;x
EVTOPTC_WOL_2080;Угрозы помогут держать [target_spy_on.GetAbsPossPronoun] подальше от политики.;x
EVTOPTD_WOL_2080;Угрозы помогут принудить [target_spy_on.GetAbsPossPronoun] вступить в мою фракцию.;x
EVTOPTE_WOL_2080;Приберегу их для себя.;x
EVTDESC_WOL_2081;[From.GetTitledName] обвиняет меня в клевете и утверждает, что может это доказать, а это повод, чтобы отправить меня в тюрьму!;x
EVTDESC_WOL_2081_BASTARD;[From.GetTitledName] утверждает, что раскрыл правду о том, что мой отец на самом деле - [Root.RealFather.GetTitledName], это означает, что я - бастард! Теперь меня могут арестовать и отозвать титулы!;x
EVTDESC_WOL_2081_TRAITOR;[From.GetTitledName] прелюдно обвиняет меня в государственной измене, утверждая, что есть свидетели, которые могут это подтвердить. Меня могут арестовать или даже отозвать мои титулы!;x
EVTDESC_WOL_2081_HERETIC;[From.GetTitledName] утверждает, что я распространяю ересь! Меня могут арестовать за это.;x
EVTDESC_WOL_2081_INFIDEL;[From.GetTitledName] утверждает, что я проповедую [Root.Religion.GetGroupName]. За это меня могут арестовать.;x
EVTDESC_WOL_2081_DEVIANT;[From.GetTitledName] утверждает, что заполучил шокирующие доказательства моих преступных нравов и аморального поведения. Из-за этой клеветы меня могут арестовать.;x
EVTOPTA_WOL_2081;Это гнусная ложь!;x
EVTDESC_WOL_2082;[From.GetTitledName] приводит мне доказательства того, что [target_spy_on.GetTitledName] подло клевещет на меня! Как мне использовать эти сведения?;x
EVTDESC_WOL_2082_BASTARD;[From.GetTitledName] показывает мне любовные письма, доказывающие, что [target_spy_on.GetTitledName] - бастард! [target_spy_on.Mother.GetTitledFirstName], [target_spy_on.GetAbsPossPronoun] мать, крутила бурный роман на стороне, настоящий отец - [target_spy_on.RealFather.GetTitledName]. Как мне использовать эти шокирующие сведения?;x
EVTDESC_WOL_2082_DEVIANT;[From.GetTitledName] приводит мне доказательства того, что [target_spy_on.GetTitledName] ведёт довольно странную жизнь, полную придудливых и отвратительных склонностей. Как мне использовать эти сведения?;x
EVTDESC_WOL_2082_HERETIC;[From.GetTitledName] утверждает, что [target_spy_on.GetTitledName] распространяет ересь. Как мне использовать эти сведения?;x
EVTDESC_WOL_2082_INFIDEL;[From.GetTitledName] говорит мне, что [target_spy_on.GetTitledName] проповедует ложную религию среди [target_spy_on.Capital.County.GetAdjective]ого населения. Что мне делать с этими сведениями?;x
EVTDESC_WOL_2082_TRAITOR;[From.GetTitledName] предоставляет мне доказательства, что [target_spy_on.GetTitledName] замышляет заговор против меня! Как мне поступить с этими сведениями?;x
EVTDESC_WOL_2083;[From.GetTitledName] выражает благодарность и сожаление по поводу доказательств, предоставленных мной - публичное разоблачение и унижение, которые испытывает на себе [target_spy_on.GetTitledName], достойны классической трагедии.;x
EVTOPTA_WOL_2083;Бугага!;x
EVTDESC_WOL_2084;[From.GetTitledName] выражает благодарность и сожаление по поводу доказательств, предоставленных мной и будет использовать их для шантажа - теперь [target_spy_on.GetTitledName] скорее всего будет держаться подальше от политики.;x
EVTOPTA_WOL_2084;Всё на благо нашей державы...;x
EVTDESC_WOL_2085;[From.GetTitledName] выражает крайнее удивление по поводу предоставленных доказательств, но не станет предпринимать что-либо - [target_spy_on.GetTitledName] выйдет сухим из воды.;x
EVTOPTA_WOL_2085;Упущенная возможность!;x
EVTDESC_WOL_2086;[From.GetTitledName] утверждает, что может представить доказательства моей клеветы в свой адрес. [From.GetSubjectPronounCap] обещает не раскрывать их, если я буду держаться подальше от политики.;x
EVTDESC_WOL_2086_BASTARD;[From.GetTitledName] утверждает, что обладает доказательствами того, что мой отец на самом деле - [Root.RealFather.GetTitledName], а я - всего лишь бастард! [From.GetSubjectPronounCap] обещает молчать об этом, если я буду держаться подальше от политики.;x
EVTDESC_WOL_2086_TRAITOR;[From.GetTitledName] говорит, что знает о моём предательстве - у н[From.GetHersHis] есть свидетели, которые могут это подтвердить. [From.GetSubjectPronounCap] обещает не предпринимать ничего, если я буду держаться подальше от политики.;x
EVTDESC_WOL_2086_HERETIC;[From.GetTitledName] утверждает, что я распространяю ересь и обещает не разоблачать меня, если я буду держаться подальше от фракций.;x
EVTDESC_WOL_2086_INFIDEL;[From.GetTitledName] говорит, что знает о моих попытках проповедовать [Root.Religion.GetGroupName]. [From.GetSubjectPronounCap] обещает молчать об этом, если я буду держаться подальше от политики.;x
EVTDESC_WOL_2086_DEVIANT;[From.GetTitledName] говорит, что знает о моём аморальном поведении и обладает необходимыми доказательствами. [From.GetSubjectPronounCap] обещает молчать об этом, если я буду держаться подальше от политики.;x
EVTOPTA_WOL_2086;У меня нет выбора, придётся принять условия.;x
EVTOPTB_WOL_2086;Никогда!;x
EVTDESC_WOL_2087;Доказательства оказали необходимый эффект -[From.GetTitledFirstName] заверяет о своей лояльности и обещает держаться подальше от политики.;x
EVTDESC_WOL_2088;Доказательства не произвели нужного эффекта - [From.GetTitledFirstName] лишь смеется мне в лицо, подтверждая свой отказ держаться подальше от моих политических противников.;x
EVTOPTA_WOL_2088;[From.GetSubjectPronounCap] ещё пожалеет об этом!;x
EVTDESC_WOL_2090;Доказательства произвели нужный эффект - [From.GetTitledFirstName] обещает мне политическую поддержку и вступление в мои фракции.;x
EVTDESC_WOL_2091;Доказательства не произвели нужного эффекта - [From.GetTitledFirstName] лишь смеется мне в лицо, подтверждая тем самым свой отказ поддержать меня на политическом фронте и вступать в мои фракции.;x
EVTDESC_WOL_2100;[target_spy_on.GetTitledName] - сама порядочность, во всяком случае мне не удалось найти ничего нового и полезного о [target_spy_on.GetHersHis] прошлом. Но, как отметил мой осведомитель, ничто не помешает мне сфабриковать сведения. Чем страшнее ложь...;x
EVTOPTA_WOL_2100_1;Вот оно! [target_spy_on.GetSubjectPronounCap] любит одеваться, как [target_spy_on.GetManWomanOpp]!;x
EVTOPTA_WOL_2100_2;А может классика? [target_spy_on.GetSubjectPronounCap] любит маленьких мальчиков!;x
#EVTOPTA_WOL_2100_3;Hmmm. Midgets, old shoes, animals... Yes! [target_spy_on.GetFirstName] is having an affair with a feisty goat!;Hmmm. Des nains, des vieilles chaussures, et des animaux... oui ! [target_spy_on.GetFirstName] a une liaison avec une chиvre fougueuse !;Hmmm. Zwerge, alte Schuhe, Tiere... Das ist es! [target_spy_on.GetFirstName] hat eine Affдre mit einer widerborstigen Ziege!;;Hum. Enanos, zapatos viejos, animales... ЎSн! Ў[target_spy_on.GetFirstName] tiene un romance con una cabra batalladora!;;;;;;;;;x
EVTOPTA_WOL_2100_4;[target_spy_on.GetSubjectPronounCap] купается в крови девственниц. Блестяще!;x
#EVTOPTA_WOL_2100_5;How about murder? I am sure [target_spy_on.GetSubjectPronoun] murdered a childhood friend at the tender age of 11.;Que diriez-vous d'un meurtre ? Je suis sыr(e) qu'[target_spy_on.GetSubjectPronoun] a tuй un de ses amis d'enfance а 11 ans, l'вge pourtant associй а la tendresse.;Wie wдre es mit Mord? [target_spy_on.GetSubjectPronounCap] ermordete einen Spielgefдhrten im zarten Alter von 11 Jahren.;;їY asesinato? Estoy seguro de que [target_spy_on.GetSubjectPronounCap] asesinу a un amigo de la infancia a la tierna edad de 11 aсos.;;;;;;;;;x
#EVTOPTA_WOL_2100_6;Aha! [target_spy_on.GetSubjectPronounCap] likes to discuss philosophy with [target_spy_on.GetPossPronoun] imaginary friend, Bappo!;Aha ! [target_spy_on.GetSubjectPronounCap] aime parler philosophie avec son ami imaginaire, Bappo !;Aha! [target_spy_on.GetSubjectPronounCap] diskutiert gerne ьber Philosophie mit einem unsichtbaren Freund namens Bappo!;;ЎAjб! ЎA [target_spy_on.GetSubjectPronounCap] [target_spy_on.GetPossPronoun] gusta hablar de filosofнa con su amigo imaginario, Bappo!;;;;;;;;;x
EVTOPTA_WOL_2100_7;[target_spy_on.Religion.GetRandomEvilGodNameCap]! Да, [target_spy_on.GetSubjectPronoun] прислуживает тёмным силам!;x
