#CODE;RUSSIAN;x
#EVTDESC73224;Я позволил(а) [From.GetBestName] надеяться, что [From.GetSheHe] возможно станет Управляющим [Root.PrimaryTitle.GetFullName]. Теперь [From.GetSheHe] снова подает прошение.;x
EVTOPTA73224;[From.GetSheHeCap] теперь [Root.GetTreasurerName].;x
EVTOPTC73224;Только я решаю, когда и кого назначать!;x
EVTDESC73225;[This.GetBestName].\nСим жалую Вам должность "[Root.GetTreasurerName] государства [Root.PrimaryTitle.GetFullName]".\n[From.GetBestName];x
#EVTOPTA73225;Я это заслуживаю…;x
#;;x
#EVTDESC73230;Досадно, что [Root.Liege.GetTitledFirstName] предоставил(а) пост Духовника [Root.job_spiritual.GetTitledFirstName] как [Root.Liege.GetHersHis]. Я более компетентен и буду лучшим Епископом!;x
EVTOPTA73230;Я подам прошение!;x
EVTTOOLTIP73231;сюзерен услышит о моем прошении и, надеюсь, сделает мудрый выбор.;x
#EVTDESC73231;[From.GetBestName] считает себя лучшим Духовником, нежели [Root.job_spiritual.GetTitledFirstName], и просит себе пост Духовника владения [Root.PrimaryTitle.GetFullName].;x
#EVTOPTA73231;[From.GetSheHeCap] станет моим новым Духовником;x
EVTOPTB73231;[Root.job_spiritual.GetTitledFirstName] еще может проявить себя!;x
EVTTOOLTIP73232;узнает о моем терпении.;x
EVTOPTC73231;Здесь все решения принимаю только я!;x
#EVTDESC73232;Мой сюзерен [From.GetBestName] испытывает неудовлетворение моими действиями на посту Духовника владения [Root.PrimaryTitle.GetFullName] и подыскивает мне замену.;x
EVTOPTA73232;Нужно проявить себя с лучшей стороны!;x
EVTOPTB73232;Но что я могу сделать?;x
#EVTDESC73233;Прошло достаточно времени в ожидании. Я хочу стать Духовником владения [Root.PrimaryTitle.GetFullName]. Пусть [Root.Liege.GetTitledFirstName] назначит меня!;x
EVTOPTA73233;Я жду с нетерпением, что мне ответят.;x
EVTTOOLTIP73234;сюзерен услышит о моем прошении и, надеюсь, сделает мудрый выбор.;x
#EVTDESC73234;Мною было дано обещание оценить, насколько [From.GetBestName] подходит на пост Духовника владения [Root.PrimaryTitle.GetFullName]. Теперь [From.GetSheHe] снова подает прошение.;x
#EVTOPTA73234;[From.GetSheHeCap] станет моим новым Духовником;x
EVTOPTC73234;Здесь все решения принимаю только я!;x
#EVTDESC73235;[This.GetBestName].\nНастоящим Указом жалую Вам пост Духовника владения [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];x
EVTOPTA73235;Я это заслуживаю…;x
#;;x
EVTDESC73240;Досадно, что [Root.Liege.GetTitledFirstName] держит на должности [Root.Liege.GetChancellorName] такого человека, ведь [Root.job_chancellor.GetTitledFirstName] никак не подходит для этой должности. У меня получится гораздо лучше!;x
EVTOPTA73240;Я подам прошение!;x
EVTTOOLTIP73241;сюзерен услышит о моем прошении и, надеюсь, сделает мудрый выбор.;x
EVTDESC73241;[From.GetBestName] считает, что из н[From.GetHersHis] выйдет лучший [Root.GetChancellorName], нежели [Root.job_chancellor.GetTitledFirstName], и просит себе эту должность.;x
EVTOPTA73241;[From.GetSheHeCap] теперь [Root.GetChancellorName].;x
EVTOPTB73241;[Root.job_chancellor.GetTitledFirstName] еще может проявить себя!;x
EVTTOOLTIP73242;узнает о моем терпении.;x
EVTOPTC73241;Здесь все решения принимаю только я!;x
EVTDESC73242;Мой сюзерен, [From.GetBestName], испытывает неудовлетворение моими действиями на посту "[Root.GetChancellorName] государства [Root.PrimaryTitle.GetFullName]" и подыскивает мне замену.;x
EVTOPTA73242;Нужно проявить себя с лучшей стороны!;x
EVTOPTB73242;Но что я могу поделать?;x
EVTDESC73243;Прошло достаточно времени в ожидании. Я хочу получить должность "[Root.Liege.GetChancellorName] государства [Root.PrimaryTitle.GetFullName]". Пусть [Root.Liege.GetTitledFirstName] назначит меня!;x
EVTOPTA73243;Я жду с нетерпением, что мне ответят.;x
EVTTOOLTIP73244;сюзерен услышит о моем прошении и, надеюсь, сделает мудрый выбор.;x
#EVTDESC73244;Мною было дано обещание оценить, насколько [From.GetBestName] подходит на должность [Root.GetChancellorName] владения [Root.PrimaryTitle.GetFullName]. Теперь [From.GetSheHe] снова подает прошение.;x
EVTOPTA73244;[From.GetSheHeCap] теперь [Root.GetChancellorName];x
EVTOPTC73244;Здесь все решения принимаю только я!;x
EVTDESC73245;[This.GetBestName].\nНастоящим Указом жалую Вам должность "[Root.GetChancellorName] в государстве [Root.PrimaryTitle.GetFullName]".\n[From.GetBestName];x
EVTOPTA73245;Я это заслуживаю...;x
#;;x
EVTOPTB3220;Гордость предшествует падению...;x
EVTOPTA3237;Как бы то ни было, я не нуждаюсь в [From.GetHersHis] советах.;x
EVTDESC3140;Я знаю, что не являюсь величайшим воином в стране, но я хочу им стать. При дворе есть люди, которые лучше меня, и я хочу походить на них!;x
EVTOPTA3140;Оскорбить одного из них.;x
EVTOPTB3140;Подружиться с одним из них.;x
EVTOPTC3140;Стараться подражать им.;x
EVTDESC3141;При дворе есть люди, очень искусные в дипломатии благодаря красноречию. Я давно завидую их способностям и хочу добиться того же.;x
EVTOPTA3141;Оскорбить одного из них.;x
EVTOPTB3141;Подружиться с одним из них.;x
EVTOPTC3141;Стараться подражать им.;x
EVTDESC3142;Я завидую управленческим способностям некоторых придворных. Мне нужны такие же, чтобы лучше управлять своими финансами.;x
EVTOPTA3142;Оскорбить одного из них.;x
EVTOPTB3142;Подружиться с одним из них.;x
EVTOPTC3142;Стараться подражать им.;x
EVTDESC3143;При дворе так много умелых манипуляторов. Меня бы они искренне восхищали, если бы не моя зависть к их способностям.;x
EVTOPTA3143;Оскорбить одного из них.;x
EVTOPTB3143;Подружиться с одним из них.;x
EVTOPTC3143;Стараться подражать им.;x
EVTDESC3144;При дворе есть люди, которые целиком посвятили себя учёбе. Меня раздражает то, что мне не удаётся походить на них.;x
EVTOPTA3144;Оскорбить одного из них.;x
EVTOPTB3144;Подружиться с одним из них.;x
EVTOPTC3144;Стараться подражать им.;x
EVTDESC3145;Я до сих пор бездетна, а при дворе есть женщины младше меня, у которых уже есть дети. А мне так хочется тоже подержать на руках своего сына.;x
EVTOPTA3145;Сказать одной из них, что она - толстая!;x
EVTOPTB3145;Подружиться с одной из них.;x
EVTOPTC3145;Стараться выглядеть привлекательнее для своего мужчины.;x
EVTDESC3115;Кажется, один из священников заметил, что я сплю во время воскресной проповеди. Не понимаю, почему лень не является добродетелью.;x
EVTOPTA3115;Не думаю, что [From.Religion.GetRandomGodName] переживает об этом.;x
EVTTOOLTIP3116;[This.GetTitledFirstName] в бешенстве;x
EVTDESC3116;Меня очень рассердило то, что [From.GetTitledFirstName] спит во время моей проповеди!;x
EVTOPTA3116;[From.GetSheHeCap] будет гореть в вечном адском пламени.;x
EVTTOOLTIP3117;выслушает мои нравоучения!;x
EVTDESC3117;Оказалось, что [From.GetTitledFirstName] переживает из-за моего сна во время [From.GetHersHis] проповеди. Теперь [From.GetSheHe] читает мне длинную лекцию о преданности Церкви.;x
EVTOPTA3117;Игнорировать [From.GetHersHis].;x
EVTOPTB3110;Сделать над собой усилие.;x
EVTOPTB3100;У меня нет времени на церковь.;x
EVTDESC3280;Среди придворных очень много грешников. А я слишком люблю правду, чтобы молчать при виде порочного человека.;x
EVTOPTA3280;Я всё равно скажу!;x
EVTOPTB3280;Молчание - золото.;x
EVTTOOLTIP3281;выглядит крайне смущенно.;x
EVTDESC3281;[From.GetBestName] позорит меня перед двором, утверждая, что я - грешный и порочный человек.;x
EVTOPTA3281;Ненавижу [From.GetHersHis]!;x
EVTDESC3282;Я разрываюсь между честностью и интриганством. Трудно совмещать одно с другим, и я понятия не имею, как себя вести.;x
EVTOPTA3282;Прежде всего, я - дипломат.;x
EVTOPTB3282;Честность не в моих интересах.;x
EVTDESC3283;Я знаю, как определить хорошего правителя. И мой сюзерен [Root.Liege.GetTitledFirstName] - человек добродетельный. [Root.Liege.GetSheHeCap] заслуживает почитания и уважения.;x
EVTOPTA3283;Буду славить [Root.Liege.GetHersHis] публично!;x
EVTTOOLTIP3284;научится нашей речи.;x
EVTOPTB3283;[Root.Liege.GetTitledFirstName] получит от меня личное письмо.;x
EVTTOOLTIP3285;прочтёт наше письмо...;x
EVTDESC3284;Мой верный вассал, [From.GetBestName], очень искренне и открыто говорит о моих достоинствах. Мнения других моих вассалов разделились: кто-то согласен с этим мнением, а кто-то нет.;x
EVTOPTA3284;Ну что ж...;x
EVTDESC3285;[This.PrimaryTitle.GetFOA], я хочу поблагодарить Вас за Ваше добродетельное правление. Вы - источник моего вдохновения.\n[From.GetTitledFirstName];x
EVTOPTA3285;Это было неожиданно...;x
EVTDESC3286;Есть вассалы, которые заслуживают похвалы за свои добродетели. Поэтому я не могу молчать и собираюсь оказать им должное уважение, иначе я не могу называться честным человеком.;x
EVTOPTA3286;Хвалить публично;x
EVTTOOLTIP3287;услышит наше заявление.;x
EVTOPTB3286;Наградить в частном порядке;x
EVTTOOLTIP3288;получит от нас золото.;x
EVTDESC3287;[This.PrimaryTitle.GetFOA], Вы - образец для подражания в моих владениях. На мой взгляд, Ваши достоинства, как раз такие, которыми обладает [This.GetTitle].\n[From.GetTitledFirstName];x
EVTOPTA3287;Благодарю!;x
EVTDESC3288;[This.PrimaryTitle.GetFOA], я хочу поблагодарить Вас за Ваше добродетельное правление в качестве моего вассала. Надеюсь, немного золота поможет Вам лучше почувствовать, как Вас ценят.\n[From.GetTitledFirstName];x
EVTOPTA3288;Спасибо Вам!;x
EVTOPTB3485;Так это были ВЫ!;x
EVTDESC3495;Здесь так много людей, которые следят за мной. Их глаза постоянно за мной наблюдают, и я считаю, что они готовят заговор против меня.;x
EVTOPTA3495;Нужно избегать открытых пространств, они опасны.;x
EVTOPTB3495;Обвинить всех публично!;x
EVTOPTE40020;Казнить [FromFrom.GetHersHis]!;x
EVTDESC3240;Истинная покорность смиряет человека даже против его воли. Смиренный человек подчиняется властям, даже если ему не нравится его сюзерен.;x
EVTOPTA3240;Склониться, как того требует [Root.Liege.GetTitledFirstName].;x
EVTOPTB3240;Я никогда не стану на колени!;x
EVTTOOLTIP3241;услышит о нашей покорности;x
EVTDESC3241;[This.PrimaryTitle.GetFOA], я - Ваш покорный слуга, и, хотя я не всегда отношусь к Вам с симпатией, глубоко сожалею о своем поведении.\n[From.GetTitledFirstName].;x
EVTOPTA3241;Хорошие новости!;x
EVTDESC3242;Истинная покорность смиряет человека даже против его воли. Смиренный человек подчиняется Богу, даже если ему не нравится личность Римского Папы.;x
EVTOPTA3242;Подчиниться Святому Престолу.;x
EVTOPTB3242;Никогда!;x
EVTDESC3243;Способность признавать чужие таланты и достоинства - это тоже добродетель. [Root.GetMarshalName] - просто моё благословение. Такого свирепого воина я никогда не смогу превзойти.;x
EVTOPTA3243;Славить военачальника за [Root.job_marshal.GetHersHis] способности!;x
EVTTOOLTIP3244;осыпан почестями за [This.GetHersHis] мастерство;x
#EVTOPTB3243;Благодарить Господа за то, что у меня есть такой Маршал, как [Root.job_marshal.GetTitledFirstName];x
EVTDESC3244;[This.PrimaryTitle.GetFOA]. Я просто хочу сообщить Вам о том, что Ваши таланты я очень ценю и признаю их не меньше, чем свои собственные.\n[From.GetTitledFirstName];x
EVTOPTA3244;Спасибо.;x
EVTDESC3258;Хотя у меня и большие амбиции, я понимаю, что мной всё еще не достигнуто мастерство во всём. Скромность же предполагает признание границ своих талантов, а не стремление выйти за их пределы.;x
EVTOPTA3258;Мне нужно быть скромнее.;x
EVTOPTB3258;Амбиции гораздо важнее!;x
EVTDESC3245;Способность признавать чужие таланты и достоинства - это тоже добродетель. [Root.GetChancellorName] - моё благословение. [Root.job_chancellor.GetSheHe] просто гений дипломатии.;x
EVTDESC3246;Способность признавать чужие таланты и достоинства - это тоже добродетель. [Root.GetSpymasterName] - моё благословение.  [Root.job_spymaster.GetSheHe] просто мастер в раскрытии заговоров.;x
EVTDESC3247;Способность признавать чужие таланты и достоинства - это тоже добродетель. [Root.GetLordSpiritualName] - моё благословение. Это образец духовного наставника.;x
EVTDESC3248;Способность признавать чужие таланты и достоинства - это тоже добродетель. [Root.GetTreasurerName] - моё благословение. Это единственный, кто знает, как управлять моими владениями.;x
EVTOPTA3248;Наградить!;x
EVTOPTB3248;Благодарить Господа за такого советника.;x
opinion_ignore_patriarch_request;Игнорировал просьбу Патриарха;x
buy_indulgence_for_sins;Купить индульгенцию;x
indulgence_ask;Святой Отец услышит нашу просьбу о спасении души.;x
bought_indulgences;Индульгенция куплена;x
refused_indulgences;В индульгенции отказано;x
EVTDESC39250;[From.GetBestName] присылает эмиссара в надежде на покупку индульгенции для отпущения своих грехов. Но [From.GetHersHis] грехи настолько тяжелы, что это вызывает лишь скорбь.;x
EVTOPTA39250;Даровать отпущение грехов;x
EVTTOOLTIP39251;заплачет от радости, получив наш ответ.;x
EVTDESC39251;Святой Отец даровал нам прощение грехов!;x
EVTOPTA39251;Слава Богу!;x
opinion_defended_me;Оправдал меня перед Папой;x
pope_heathen_removal_approve;Изгнание язычников!;x
pope_heathen_removal_approve_2;Язычников в темницу!;x
EVTDESC39230;К замку прибыло шествие монахов, которые возмущены тем, что мы держим епископа в подземелье. Они утверждают, что мы пошли против Божьих законов, совершили тяжкий грех, и требуют его освободить!;x
EVTOPTA39230;Принять их требования;x
EVTOPTB39230;Разогнать толпу;x
EVTDESC39240;До нас дошёл слух, что один из христианских правителей держит при дворе язычника. Это недопустимо! Если мы ничего не изменим, это может стать причиной отлучения.;x
EVTOPTA39240;Доказать верность трону Св. Петра!;x
EVTOPTB39240;Это не наше дело.;x
EVTTOOLTIP392401;услышат волю Папы;x
EVTDESC39241;Сегодня посланник прибыл ко двору. Согласно его сообщению, Святой Отец, [From.GetTitledFirstName], обеспокоен нашим сообщением о придворном-язычнике и просит выслать его.;x
EVTOPTB39241;Бросить язычника в темницу!;x
EVTOPTC39241;Я хозяин в этом государстве!;x
EVTDESC39243;Посланник возвращается с хорошими известиями: [From.GetTitledFirstName] бросит язычника в темницу.;x
EVTOPTA39243;Хвала Господу!;x
EVTDESC39244;Это день, когда в аду пируют и веселятся. [From.GetBestName] через своего посланника сообщает, что не выполнит Вашей воли.;x
EVTOPTA39244;Господь, почему Ты оставил меня?;x
EVTDESC39260;До нас дошёл слух, что один из христианских правителей держит при дворе язычника. Это недопустимо! Если мы ничего не изменим, это может стать причиной отлучения.;x
EVTOPTA39260;Требовать приверженности Истинной вере!;x
EVTOPTB39260;Это не наше дело.;x
EVTTOOLTIP39261;Послушаем нашего эмиссара;x
EVTDESC39261;Сегодня посланник прибыл ко двору и сообщил, что [From.GetTitledFirstName] беспокоится из-за нашего сообщения о придворном-язычнике. Патриарх просит сместить его с должности.;x
EVTOPTA39261;Изгнать язычника.;x
EVTOPTB39261;Бросить язычника в темницу!;x
EVTOPTC39261;Это мне решать!;x
EVTDESC39262;Посланник возвращается с великолепными известиями: [From.GetTitledFirstName] изгонит язычника из своих владений.;x
EVTOPTA39262;Хвала Господу!;x
EVTDESC39263;Посланник возвращается с хорошими известиями: [From.GetTitledFirstName] бросит язычника в темницу.;x
EVTOPTA39263;Хвала Господу!;x
EVTDESC39264;Это день, когда в аду пируют и веселятся. [From.GetBestName] через своего посланника сообщает, что не выполнит Вашей воли.;x
EVTOPTA39264;Господь, почему Ты оставил меня?;x
EVTDESC39270;В одной из католических стран епископ сбился с верного пути. Слухи говорят, что он ставит клятву верности своему земному господину превыше Господа!;x
EVTOPTA39270;Отправить эмиссара, чтобы сменить его.;x
EVTOPTB39270;Это не наше дело;x
EVTTOOLTIP39271;выслушают нашего эмиссара.;x
EVTDESC39271;Святой Отец обеспокоен преданностью одного из епископов в нашем государстве. [From.GetBestName] просит заменить его.;x
EVTOPTA39271;Прислушаться к просьбе Папы.;x
EVTOPTB39271;Проигнорировать просьбу.;x
EVTDESC39272;Посланник возвращается с великолепными известиями: епископ не задержится на посту.;x
EVTOPTA39272;Non nobis Domine!;x
EVTDESC39273;Посланник возвращается с несомненно ужасным известием: [From.GetBestName] откажется от выполнения Вашей воли.;x
EVTOPTA39273;Плачут Небеса!;x
EVTDESC39275;Епископы из других государств верны нам. Возможно, нам следует вернуть их законным правителям, чтобы они могли направлять своих земных сюзеренов.;x
EVTOPTA39275;На Земле, как на Небе.;x
EVTOPTB39275;Прямой контроль предпочтительнее.;x
EVTDESC39276;Святой Отец желает поставить нас в известность, что отныне мы должны также подчиняться земному господину.;x
EVTOPTA39276;Хорошо.;x
EVTDESC39277;Святой Отец дарует Вам титул и землю "[From.PrimaryTitle.GetFullName]". Мы примем Вас, как вассала и будем вести Вас по пути благочестия.;x
EVTOPTA39277;Non nobis...;x
pti;Mare incognitum;x
PTI;Mare incognitum;x
d_mamluks;Мамелюки;x
d_mamluks_adj;Мамелюкск;x
IMPRISON_INTERACTION_1;Использование этого действия воспринимается как акт тирании, и ухудшит отношения к вам всех ваших придворных на §R$OPINION$§!;x
EXECUTE_IMPRISONED_INTERACTION_1;Использование этого действия воспринимается как акт тирании, и ухудшит отношения к вам всех ваших вассалов на §R$OPINION$§!;x
other_dejure_county_claim_desc;§Y$TITLE$§! По праву является вассалом §Y$CLAIMANT$§!, что является достаточным поводом для войны;x
other_dejure_barony_claim_desc;§Y$TITLE$§! По праву является вассалом §Y$CLAIMANT$§!, что является достаточным поводом для войны;x
TERRA_INCOGNITA;Терра инкогнита;x
CLEARREVOLT_EFFECT;Разгон повстанцев;x
EVTDESC80053;Устав от своего ужасного правителя по имени [From.GetTitledName], [Root.County.GetAdjective]ие крестьяне восстали, и присягнули на верность мне!;x
EVTOPTA80053;Отлично! Или...?;x
LEADER_APP_NEEDS_LAW_NO_CROWN_TITLE;Ваша знать слишком автономна, чтобы поменять военачальника.\n(Авторитет Короны слишком мал);x
CHAR_EXCOM_SETUP;Персонаж отлучен от церкви;x
CHAR_EXCOM_LOG;§Y$REL_HEAD$§! объявляет об отлучении. §Y$VICTIM$§! отлучается от церкви, как того просит §Y$ACTOR$§!!;x
CHAR_EXCOM_LIFTED_SETUP;Отлучение снято;x
CHAR_EXCOM_LIFTED_LOG;§Y$REL_HEAD$§! объявляет о снятии отлучения. §Y$VICTIM$§! возвращается в лоно церкви, как того просит §Y$ACTOR$§!!;x
b_cueta;Сеута;x
NOT_ALLOWED_TO_PLAY_MP;§Y$PLAYER$§! Не разрешается играть §Y$TYPE$§W!;x
INTERACTION_REQUIRES_ACTOR_NOT_EXCOMMUNICATED;[Actor.GetBestName] не отлучен от церкви;x
HAS_RAISED_MY_LEVIES;Мобилизировал мои войска;x
HAS_NOT_RAISED_MY_LEVIES;НЕ мобилизировал мои войска;x
PROV647;Авхаз;x
c_avhaz_adj;Авхазск;x
WAR_INVALID_SETUP;Война становится недействительной;x
CANNOT_DISBAND_IN_COMBAT;§R(в бою, не может быть распущен)§!;x
plot_gain_title_title;Завладеть областью "[This.GetName]";x
plot_gain_title_desc;[From.GetBestName] в заговоре с целью стать правителем области "[This.GetFullName]".;x
FE_CONFIRM_LOAD_OLD_TITLE;Предупреждение об устаревшей версии сохранения;x
FE_CONFIRM_LOAD_OLD_DESC;Выбранное сохранение имеет версию: $VERSION$, версия игры: $CURRVERSION$.\nЗагрузка файла может привести к ошибкам или даже вылетам на рабочий стол. Всё равно загрузить?;x
UNKNOWN;Неизвестно;x
EVTDESC4075;За весь день мы не нашли никакой дичи, охота с моими гостями превратилась пустую трату времени. Моё лицо горело от стыда, когда егерь рассказывал о стаде оленей.;x
EVTDESC4105;Летняя ярмарка объединяет все виды [Root.Location.County.GetAdjective]их развлечений. Услышав смех, возгласы и свист, и, пойдя к источнику звуков, я замечаю кукольный театр. Некоторое время посмотрев спектакль, становится очевидно, один из его персонажей - я!;x
EVTDESC72009;Открыв дверь, мне никого не удалось увидеть, но стоило подойти поближе, чтобы её закрыть, как группа акробатов, совершая кульбиты и кувыркаясь, прошла в неё. Они исполняли всевозможные виды акробатических трюков, и каждый, кто наблюдал за ними, не удержался от аплодисментов, когда они закончили.;x
EVTOPTA72009;Вы были бы идеальным дополнением моего праздника!;x
EVTOPTB72009;Пошли вон! Что вы здесь делаете?!;x
