#CODE;RUSSIAN;x
EVTDESC_REP_602;Вы и [From.GetTitledName] не в самых лучших отношениях, а теперь похоже, что [From.GetSheHe] призывает толпу сжечь Вашу факторию в провинции [FromFrom.GetName]! Толпа окружила небольшой гарнизон, находящийся в этой конторе, и угрожает расправой, если Вы не закроете её.;x
EVTOPTA_REP_602;Выбора нет. Придется закрыть контору.;x
EVTOPTB_REP_602;Возможно, [From.GetFirstName] любит деньги. Подкупить [From.GetHersHis].;x
EVTOPTC_REP_602;Напомнить, как [FromFrom.GetName] процветает за счет этой фактории.;x
EVTOPTD_REP_602;Использовать дипломатию, чтобы успокоить толпу.;x
EVTDESC_REP_603;Собранная Вами толпа успешно штурмовала факторию и сожгла ее дотла!;x
EVTOPTA_REP_603;Всё идёт, как задумано.;x
EVTTOOLTIP_REP_604;Предложена взятка.;x
EVTDESC_REP_604;[FromFrom.GetTitledName] отправляет своих послов с крупной взяткой для Вас в надежде, что Вы воспользуетесь своим влиянием и пощадите [FromFrom.GetHersHis] факторию в провинции [From.GetName].;x
EVTOPTA_REP_604;Хорошо. Разгоните толпу.;x
EVTOPTB_REP_604;Ха! Дурак, он потеряет и деньги и контору!;x
EVTTOOLTIP_REP_605;Толпа рассеялась.;x
EVTDESC_REP_605;[From.GetTitledName] оказался неплохим управляющим, [From.GetHerHim] каким-то образом удалось повлиять на толпу, рассказав о богатстве, которое приносит [From.GetHersHis] фактория. Толпа рассеялась и фактория осталась нетронутой.;x
EVTOPTA_REP_605;Нда... Если хочешь что-то сделать хорошо...;x
EVTDESC_REP_606;[From.GetTitledName] - блестящий дипломат, [From.GetHerHim] каким-то образом удалось уговорить толпу отступить! Фактория осталась нетронутой.;x
EVTTOOLTIP_REP_607;Фактория уничтожена.;x
EVTDESC_REP_607;Этот чертов ублюдок [From.GetTitledFirstName], взял деньги, предложенные Вами в качестве взятки, и ничего не предпринял для защиты фактории. Толпа перебила весь гарнизон. Когда горстка выживших добралась до города [Root.MercRepCapital.GetName], она рассказала леденящие душу подробности о штурме и зверствах, последовавших за ним.;x
EVTOPTA_REP_607;Варвары! Выродки! Дикари!;x
opinion_burned_tp;Сжег факторию;x
opinion_burned_tp_despite_bribe;Сжег факторию несмотря на взятку;x
